"Id","Title","URL","Author","Co-Author","IsSpliced?","Plays","Splices","Released Splices","Likes","Date","Comments"
793,"Chase and Status - Time (Exploratio X Juronomo Remix)","https://splice.com/juronomo/chase-and-status-time-exploratio-x-juronomo-remix","juronomo","exploratio","False","6,074","317","1","52","13/07/2018","9"
794,"Coldplay - Every Teardrop is a Waterfall (Exploratio X Juronomo Remix)","https://splice.com/juronomo/coldplay-every-teardrop-is-a-waterfall-exploratio-x-juronomo-remi","juronomo","exploratio","False","1,605","98","0","21","13/07/2018","1"
795,"Fantasia - Kiinetiic X Juronomo","https://splice.com/juronomo/fantasia-kiinetiic-x-juronomo","juronomo","-","False","719","40","0","10","13/07/2018","3"
796,"Hard Bard","https://splice.com/juronomo/hard-bard","juronomo","-","False","3,717","129","0","33","13/07/2018","15"
797,"Hive Mind","https://splice.com/juronomo/hive-mind","juronomo","-","False","706","33","0","19","13/07/2018","6"
798,"Juronomo & Specific Islander - Get Up","https://splice.com/juronomo/juronomo-specific-islander-get-up","juronomo","-","False","2,183","154","0","27","13/07/2018","8"
799,"Let Go","https://splice.com/juronomo/let-go","juronomo","-","False","678","56","0","11","13/07/2018","9"
800,"Low Roar - Easy Way Out (Juronomo Remix)","https://splice.com/juronomo/low-roar---easy-way-out-juronomo-remix","juronomo","-","https://splice.com/lowroar/easy-way-out","839","42","0","17","13/07/2018","4"
801,"Meiko - Back in the Game (Juronomo Remix)","https://splice.com/juronomo/meiko---back-in-the-game-juronomo-remix","juronomo","-","https://splice.com/MeikoOfficial/back-in-the-game-remix-contest","25","0","0","8","13/07/2018","2"
802,"Mission to Europa","https://splice.com/juronomo/mission-to-europa","juronomo","-","False","593","32","0","5","13/07/2018","5"
803,"Sampling Chords","https://splice.com/juronomo/sampling-chords","juronomo","marsattacks","False","2,417","156","0","22","13/07/2018","10"
804,"[WIP] Whip That Hair (Exploratio X Juronomo)","https://splice.com/juronomo/wip-whip-that-hair-exploratio-x-juronomo-x-splice","juronomo","exploratio","False","1,924","71","0","31","13/07/2018","8"
805,"SobbinBlues","https://splice.com/justinasher/sobbinblues","justinasher","joshspoon-neil-adamflorin-sanderowen-simbalic","False","136","7","0","0","13/07/2018","2"
806,"Nicky Romero & Florian Picasso - Only For Your Love (KRMB Remix)","https://splice.com/KarimB/nicky-romero--florian-picasso---only-for-your-love-krmb-remix","KarimB","-","https://splice.com/ProtocolRecordings/nicky-romero-only-for-your-love-remix-contest","727","0","0","45","13/07/2018","17"
807,"Kavii - Mercury Future Bass Ableton Live 9 Project","https://splice.com/Kavii/kavii---mercury-future-bass-ableton-live-9-project","Kavii","-","False","3,318","302","0","24","13/07/2018","0"
808,"The Chainsmokers - Closer (AAS REMAKE)","https://splice.com/Kavii/the-chainsmokers---closer-aas-remake","Kavii","-","False","3,491","368","0","30","13/07/2018","0"
809,"KHALS - Void (Original Mix)","https://splice.com/Khals/khals---void-original-mix","Khals","-","False","1,935","45","0","7","13/07/2018","1"
810,"KHALS-TSUNAMI 2","https://splice.com/Khals/khals-tsunami-2","Khals","-","False","273","12","0","2","13/07/2018","1"
811,"Knife Party - Fire Hive (KHALS)","https://splice.com/Khals/knife-party---fire-hive-khals","Khals","-","False","6,824","337","0","40","13/07/2018","5"
812,"Martin Garrix & Tiësto - The Only Way Is Up (KHALS)","https://splice.com/Khals/martin-garrix--tisto---the-only-way-is-up-khals","Khals","-","False","2,588","139","0","15","13/07/2018","2"
813,"Zedd - Spectrum ( KHALS Remix ) [feat. Matthew Koma]","https://splice.com/Khals/zedd---spectrum--khals-remix--[feat-matthew-koma]","Khals","zedd","https://splice.com/dyro/against-all-odds","4,972","116","0","18","13/07/2018","3"
814,"Sonder (Original Mix)","https://splice.com/killerkrazzy/sonder-original-mix","killerkrazzy","-","False","1,613","178","0","29","13/07/2018","2"
815,"KJ SAWKA 40x40x40 Demo song (Wild Fire)","https://splice.com/kjsawka/215e2256-05d2-5780-7940-e871467b528cee8e62b","kjsawka","-","False","349","14","0","1","13/07/2018","0"
816,"KJ SAWKA 40x40x40 Demo song (Wild Fire)","https://splice.com/kjsawka/3c160f3c-063b-5d80-9743-23180acf6692266f9ac","kjsawka","-","False","348","20","0","0","13/07/2018","0"
817,"KJ SAWKA 40x40x40 Demo song (Wild Fire)","https://splice.com/kjsawka/594078b9-08e6-7a80-fdd2-4c2ef249a32b23352d0","kjsawka","-","False","307","9","0","0","13/07/2018","0"
818,"KJ SAWKA 40x40x40 Demo song (Wild Fire)","https://splice.com/kjsawka/87570d7c-0f1b-eb80-32cd-4c45099a1009c45da8c","kjsawka","-","False","24","16","0","1","13/07/2018","0"
819,"KJ SAWKA 40x40x40 Demo song (Wild Fire)","https://splice.com/kjsawka/9eeeb5bc-068d-bf80-9050-4da46bea09b79137b72","kjsawka","-","False","4,580","693","5","15","13/07/2018","16"
820,"Collab Alliance KJ Turn","https://splice.com/kjsawka/collab-alliance-kj-turn","kjsawka","-","False","207","17","1","8","13/07/2018","0"
821,"KJ Sawka - Face Crack Session","https://splice.com/kjsawka/kj-sawka---face-crack-session","kjsawka","-","False","334","37","0","10","13/07/2018","1"
822,"KJ Sawka - Running Away Feat. Emilia Sosa Session","https://splice.com/kjsawka/kj-sawka---running-away-feat-emilia-sosa-session","kjsawka","-","False","266","19","0","7","13/07/2018","3"
823,"KJ Sawka Monster Feat. Emilia Sosa","https://splice.com/kjsawka/kj-sawka--monster-feat-emilia-sosa","kjsawka","-","False","475","26","0","7","13/07/2018","2"
824,"KJ SAWKA 40x40x40 Demo song (Wild Fire)","https://splice.com/kjsawka/kj-sawka-40x40x40-demo-song-wild-fire","kjsawka","-","False","13,460","645","0","83","13/07/2018","13"
825,"KJ SAWKA 40x40x40 Sample Pack","https://splice.com/kjsawka/kj-sawka-40x40x40-sample-pack","kjsawka","-","False","1,841","291","0","12","13/07/2018","0"
826,"KJ Sawka The Time Has Come Session","https://splice.com/kjsawka/kj-sawka-the-time-has-come-session","kjsawka","-","False","8,339","501","0","113","13/07/2018","11"
827,"Star Wars - Binary Sunset (Komodo Remix)","https://splice.com/Komodo/binarysunsetremix","Komodo","-","False","200","10","0","6","13/07/2018","3"
828,"Blink-182: I Miss You (Komodo Remix)","https://splice.com/Komodo/blink-182-i-miss-you-komodo-remix","Komodo","-","False","183","8","0","6","13/07/2018","3"
829,"Can't Fight Love Yourself (KUSA Mashup) - DJ Snake x Justin Bieber x Quintino x Cheat Codes","https://splice.com/Komodo/cant-fight-love-yourself-kusa-mashup---dj-snake-x-justin-bieber-x-quintino-x-cheat-codes","Komodo","-","False","220","18","0","3","13/07/2018","0"
830,"Curbi - Triple Six","https://splice.com/Komodo/curbi-triple-six-drop-remake","Komodo","-","False","944","74","0","12","13/07/2018","0"
831,"Deadmau5 - Ghosts N' Stuff Remake","https://splice.com/Komodo/deadmau5-ghosts-n-stuff-remake","Komodo","-","False","1,070","125","0","16","13/07/2018","3"
832,"Show Sally What Whip Means - Hardwell x Silento x Tiesto & DallasK x Justin Bieber","https://splice.com/Komodo/endofyearmashup1","Komodo","-","False","242","13","0","3","13/07/2018","0"
833,"I Shelter Small Sins (KUSA Mashup) - Porter Robinson x Madeon x Panic At The Disco x Blink-182","https://splice.com/Komodo/i-shelter-small-sins","Komodo","-","False","349","17","0","9","13/07/2018","0"
834,"KSHMR - Jammu (Komodo Tropical House Remix) [FL Studio Project File]","https://splice.com/Komodo/jammu-komodo-projectfile","Komodo","-","False","1,825","83","0","11","13/07/2018","0"
835,"Justin Bieber - What Do You Mean [Full FL Studio Remake]","https://splice.com/Komodo/justin-bieber-what-do-you-mean-full-fl-remake","Komodo","-","False","1,947","184","0","15","13/07/2018","0"
836,"KSHMR & Felix Snow ft. Madi - Touch [FL STUDIO PARTIAL REMAKE]","https://splice.com/Komodo/kshmr-felixsnow-madi-touch-remake","Komodo","-","False","3,203","177","0","28","13/07/2018","2"
837,"KSHMR - Wildcard (Mesto Style - Template to Follow)","https://splice.com/Komodo/kshmr-wildcard-mesto-style-template-to-follow","Komodo","-","False","539","29","0","9","13/07/2018","2"
838,"KSHMR & Marnik - BAZAAR [FL Studio Full Remake]","https://splice.com/Komodo/kshmrmarnik-bazaar","Komodo","-","False","2,448","201","0","26","13/07/2018","1"
839,"KUSA Christmas Mashup Pack","https://splice.com/Komodo/kusa-christmas-mashup-pack","Komodo","-","False","311","13","0","3","13/07/2018","0"
840,"Latch Young (KUSA Mashup) - The Chainsmokers x Disclosure ft. Sam Smith","https://splice.com/Komodo/latch-young","Komodo","-","False","40","1","0","2","13/07/2018","0"
841,"Manse Feat. Alice Berg - Freeze Time (Komodo Remix)","https://splice.com/Komodo/manse-feat-alice-berg---freeze-time-komodo-remix","Komodo","-","False","315","13","0","6","13/07/2018","1"
842,"Future - Mask Off (FL Studio Full Remake + Stems)","https://splice.com/Komodo/mask-off-full-remake","Komodo","-","False","7,535","938","0","70","13/07/2018","7"
843,"Moksha (FL Studio Template - Coming Soon - KSHMR Style)","https://splice.com/Komodo/moksha-fl-studio-template---coming-soon---kshmr-style","Komodo","-","False","248","9","0","0","13/07/2018","0"
844,"Pegboard Nerds - Emoji (Komodo Chill Remix)","https://splice.com/Komodo/pegboard-nerds-emoji-komodo-remix","Komodo","-","False","225","4","0","3","13/07/2018","0"
845,"Porter Robinson - Flicker (Unofficial Stems)","https://splice.com/Komodo/porter-robinson---flicker-unofficial-stems","Komodo","-","False","1,444","194","0","15","13/07/2018","3"
846,"Porter Robinson - Flicker Unofficial Stems (Download in Description)","https://splice.com/Komodo/porter-robinson-flicker-unofficial-stems-download","Komodo","-","False","653","85","0","6","13/07/2018","0"
847,"Queen - Bohemian Rhapsody (Stems)","https://splice.com/Komodo/queen-stems","Komodo","-","False","3,545","597","0","25","13/07/2018","3"
848,"R3hab & Nervo & Ummet Ozcan - Revolution [FL Studio Full Remake]","https://splice.com/Komodo/revolution-remake","Komodo","-","False","521","54","0","3","13/07/2018","0"
849,"Porter Robinson - Sad Machine [Unofficial Stems]","https://splice.com/Komodo/sad-machine-unofficial-stems","Komodo","-","False","3,278","697","0","18","13/07/2018","2"
850,"The Chainsmokers - Don't Let Me Down (Full FL Studio Remake)","https://splice.com/Komodo/the-chainsmokers-dont-let-me-down","Komodo","-","False","9,654","1,006","0","85","13/07/2018","6"
851,"The Chainsmokers - Roses (Full FL Studio Remake)","https://splice.com/Komodo/the-chainsmokers-roses-fl-studio-remake","Komodo","-","False","11,303","990","0","81","13/07/2018","2"
852,"The Chainsmokers - Something Just Like This Drop Stems","https://splice.com/Komodo/the-chainsmokers-something-just-like-this","Komodo","-","False","8,927","981","1","40","13/07/2018","0"
853,"Wes Walker & Dyl - Jordan Belfort (Komodo Trap Remix)","https://splice.com/Komodo/wes-walker-dyl-jordan-belfort-komodo-trap-remix","Komodo","-","False","189","7","0","4","13/07/2018","0"
854,"Justin Bieber - What Do You Mean [Unofficial Stems From My Remake]","https://splice.com/Komodo/what-do-you-mean-kusa-remake","Komodo","-","False","1,816","245","0","10","13/07/2018","8"
855,"Where Are You Know London - Justin Bieber x Oliver Heldens & Zeds Dead x Michael Woods","https://splice.com/Komodo/where-are-you-know-london","Komodo","-","False","352","15","0","5","13/07/2018","0"
856,"Yellow vs. Don't Let Me Down (The Chainsmokers Mashup) [KUSA Reboot]","https://splice.com/Komodo/yellow-vs-dont-let-me-down","Komodo","-","False","504","44","0","9","13/07/2018","0"
857,"Fall Apart - For Splice","https://splice.com/krane/fall-apart","krane","-","False","28,815","5,836","5","354","13/07/2018","35"
858,"KRANE + MYRNE - Monarch","https://splice.com/krane/monarch-remix-contest","krane","-","Contest","12,571","2,670","0","221","13/07/2018","279"
859,"graves & KRANE - Spells feat. Blake Skowron (Ableton Live Project)","https://splice.com/krane/spells-ableton-live-project","krane","wearegraves","False","81,021","34,873","5","1,067","13/07/2018","379"
860,"KSHMR & DallasK - Burn","https://splice.com/kshmr/kshmr-dallask-burn","kshmr","dallask","False","120,284","14,694","6","1,497","13/07/2018","73"
861,"KSHMR & Bassjackers ft. Sirah - Memories (Drop)","https://splice.com/kshmr/memories-drop","kshmr","Bassjackers","False","80,030","10,238","4","682","13/07/2018","31"
862,"Sounds of KSHMR demo song","https://splice.com/kshmr/sounds-of-kshmr-contest","kshmr","-","Contest","64,408","8,428","0","502","13/07/2018","398"
863,"Sounds of KSHMR Vol. 2 (Ableton)","https://splice.com/kshmr/sounds-of-kshmr-vol-2-ableton","kshmr","-","False","26,260","3,326","2","275","13/07/2018","12"
864,"Symphony - Hybrid Serum Soundset","https://splice.com/kshmr/symphony-hybrid-serum-soundset","kshmr","-","False","13,000","959","0","144","13/07/2018","8"
865,"Touch (VIP Remix)","https://splice.com/kshmr/touch-vip-remix","kshmr","-","False","44,079","5,562","5","495","13/07/2018","21"
866,"Remix Request","https://splice.com/laylae/remix-request","laylae","themetabeing-danibosco","False","156","13","1","0","13/07/2018","9"
867,"Jupiter","https://splice.com/LeglessBoxer/jupiter","LeglessBoxer","-","False","155","4","0","2","13/07/2018","0"
868,"Love's Trap","https://splice.com/LeglessBoxer/loves-trap","LeglessBoxer","-","False","730","39","0","6","13/07/2018","3"
869,"Nanu Nanu - Pocket of Gold (LeglessBoxer's Remix)","https://splice.com/LeglessBoxer/nanu-nanu---pocket-of-gold-leglessboxers-remix","LeglessBoxer","-","False","282","2","0","2","13/07/2018","0"
870,"Rave","https://splice.com/leshouze/rave","leshouze","kshmr","False","17,645","788","0","142","13/07/2018","9"
871,"Sequence (Original Mix) [OLD]","https://splice.com/lockyn/sequence-original-mix-old","lockyn","-","False","200","27","0","7","13/07/2018","6"
872,"KRANE + MYRNE - Monarch (LOOKTHIS Remix)","https://splice.com/LookThis/monarchremix","LookThis","-","https://splice.com/krane/monarch-remix-contest","76","0","0","10","13/07/2018","1"
873,"Breathe (Lucky Remix)","https://splice.com/luckycharm123/breathe-lucky-remix","luckycharm123","-","https://splice.com/razea/razea-breathe-remix-competition","219","12","0","1","13/07/2018","7"
874,"deadmau5 feat. Grabbitz - Let Go (Lucky Remix)","https://splice.com/luckycharm123/deadmau5-feat-grabbitz---let-go-lucky-remix","luckycharm123","-","https://splice.com/mau5trap/deadmau5-let-go-remix-contest","26","0","0","6","13/07/2018","0"
875,"piXXel - ID (Lucky Remix)","https://splice.com/luckycharm123/pixxel---id-lucky-remix","luckycharm123","piXXelOfficial","https://splice.com/piXXelOfficial/pixxel-id-contest","782","34","0","6","13/07/2018","4"
876,"Splice 2","https://splice.com/lustalife/splice-2","lustalife","capcom-splicenyc","False","1","2","0","0","13/07/2018","0"
877,"Pala - Lift Off (Lyzn Line Remix)","https://splice.com/Lyzn-Line/pala---lift-off-lyzn-line-remix","Lyzn-Line","PALAsoundstudio","False","508","20","0","7","13/07/2018","2"
878,"Pala - Locked Down (Lyzn Line Remix)","https://splice.com/Lyzn-Line/pala---locked-down-lyzn-line-remix","Lyzn-Line","PALAsoundstudio","False","1,242","44","0","11","13/07/2018","0"
879,"Baby's First Hit","https://splice.com/lzax/babys-first-hit","lzax","-","False","264","2","0","1","13/07/2018","0"
880,"2015b-4 disco","https://splice.com/m4m/2015b-4-disco-final","m4m","-","https://splice.com/m4m/2015b-4-disco","111","6","0","0","13/07/2018","0"
881,"2015b-6","https://splice.com/m4m/2015b-6-final","m4m","-","https://splice.com/m4m/2015b-6","27","0","0","0","13/07/2018","0"
882,"palyndrome","https://splice.com/m4m/2c541996-02c0-7f80-8b87-f7cae759fdb0ce823af","m4m","judo","False","50","2","0","0","13/07/2018","1"
883,"palyndrome","https://splice.com/m4m/5171d697-0227-0280-3483-d90a0ddaad4f15bf72b","m4m","judo","False","419","9","0","0","13/07/2018","2"
884,"aceeeeedddddd 2016","https://splice.com/m4m/aceeeeedddddd-2016-final","m4m","-","https://splice.com/m4m/aceeeeedddddd-2016","24","1","0","0","13/07/2018","0"
885,"cold bomb","https://splice.com/m4m/cold-bomb","m4m","-","False","9","0","0","0","13/07/2018","0"
886,"doom drone","https://splice.com/m4m/doom-drone","m4m","-","False","10","0","0","1","13/07/2018","0"
887,"drone o 1 iphone","https://splice.com/m4m/drone-o-1-iphone","m4m","-","False","16","0","0","0","13/07/2018","0"
888,"dronetest","https://splice.com/m4m/dronetest","m4m","-","False","20","0","0","0","13/07/2018","0"
889,"electro cat","https://splice.com/m4m/electro-cat-final","m4m","-","https://splice.com/m4m/electro-cat","59","1","0","0","13/07/2018","0"
890,"face de bouc","https://splice.com/m4m/face-de-bouc","m4m","-","False","4","0","0","0","13/07/2018","0"
891,"facebook live 2","https://splice.com/m4m/facebook-live-2-final","m4m","-","https://splice.com/m4m/facebook-live-2-djprod","14","0","0","0","13/07/2018","0"
892,"facebook live fail","https://splice.com/m4m/facebook-live-fail-final","m4m","-","https://splice.com/m4m/facebook-live-fail","60","0","0","0","13/07/2018","0"
893,"garbage","https://splice.com/m4m/garbage","m4m","-","False","33","0","0","0","13/07/2018","0"
894,"grosse room","https://splice.com/m4m/grosse-room-final","m4m","-","https://splice.com/m4m/grosse-room","24","1","0","1","13/07/2018","0"
895,"happy","https://splice.com/m4m/happy","m4m","-","False","45","1","0","0","13/07/2018","0"
896,"happy-drone","https://splice.com/m4m/happy-drone","m4m","-","False","42","1","0","0","13/07/2018","0"
897,"jizzblaster","https://splice.com/m4m/jizzblaster","m4m","-","False","7","0","0","0","13/07/2018","0"
898,"live 9","https://splice.com/m4m/live-9","m4m","-","False","73","2","0","0","13/07/2018","0"
899,"live","https://splice.com/m4m/live-final","m4m","-","https://splice.com/m4m/live","29","0","0","1","13/07/2018","0"
900,"metaux","https://splice.com/m4m/metaux","m4m","-","False","35","1","0","0","13/07/2018","0"
901,"nirvanesque","https://splice.com/m4m/nirvanesque","m4m","-","False","12","0","0","0","13/07/2018","0"
902,"noel 2017","https://splice.com/m4m/noel-2017","m4m","-","False","4","0","0","0","13/07/2018","0"
903,"palyndrome","https://splice.com/m4m/palyndrome","m4m","judo","False","677","5","0","6","13/07/2018","1"
904,"prog","https://splice.com/m4m/prog","m4m","-","False","21","0","0","0","13/07/2018","0"
905,"punk","https://splice.com/m4m/punk","m4m","-","False","41","1","0","0","13/07/2018","0"
906,"real drone","https://splice.com/m4m/real-drone","m4m","-","False","7","0","0","1","13/07/2018","0"
907,"sleeping sun","https://splice.com/m4m/sleeping-sun","m4m","-","False","7","0","0","0","13/07/2018","0"
908,"slow and low","https://splice.com/m4m/slow-and-low","m4m","-","False","15","0","0","0","13/07/2018","0"
909,"snowpocalypse II","https://splice.com/m4m/snowpocalypse-ii","m4m","-","False","52","0","1","0","13/07/2018","0"
910,"snowpocalypse the riff","https://splice.com/m4m/snowpocalypse-the-riff","m4m","-","https://splice.com/m4m/snowpocalypse-ii","43","1","0","0","13/07/2018","0"
911,"Techno","https://splice.com/m4m/techno-final","m4m","-","https://splice.com/m4m/techno-updated","584","20","0","1","13/07/2018","0"
912,"voodoo sunday","https://splice.com/m4m/voodoo-sunday","m4m","-","False","5","0","0","0","13/07/2018","0"
913,"Calvin Harris - Outside ft. Ellie Goulding (Maidden Remix)","https://splice.com/Maidden/calvin-harris---outside-ft-ellie-goulding-maidden-remix","Maidden","-","False","1,873","97","0","24","13/07/2018","1"
914,"Rain Man Feat. OLY - Bring Back The Summer (LZRD & Maidden Remix)","https://splice.com/Maidden/rain-man-feat-oly---bring-back-the-summer-lzrd--maidden-remix","Maidden","-","False","1,812","212","0","40","13/07/2018","1"
915,"The Weeknd - Prisoner Ft. Lana Del Rey (WØHL Flip)","https://splice.com/Maidden/the-weeknd---prisoner-ft-lana-del-rey-whl-flip","Maidden","Daitshi","False","5,490","381","0","67","13/07/2018","1"
916,"Marshmello - Alone (Marcutio Remix)","https://splice.com/marcutio/alone","marcutio","-","https://splice.com/marshmello/alone-contest","67","0","0","5","13/07/2018","0"
917,"deadmau5 feat. Grabbitz - Let Go (Marcutio Remix)","https://splice.com/marcutio/deadmau5-feat-grabbitz-let-go-marcutio-remix","marcutio","-","https://splice.com/mau5trap/deadmau5-let-go-remix-contest","21","0","0","5","13/07/2018","1"
918,"Unlike Pluto - Everything Black (feat. Mike Taylor) (Marcutio Remix)","https://splice.com/marcutio/everythingblack","marcutio","-","https://splice.com/Unlikepluto/everything-black-remix-contest","31","0","0","3","13/07/2018","1"
919,"Gramatik - Anima Mundi ft. Russ Liquid (Marcutio Remix)","https://splice.com/marcutio/gramatik","marcutio","-","https://splice.com/Gramatik/anima-mundi-contest","718","0","0","62","13/07/2018","16"
920,"Faith","https://splice.com/markokoh/faith","markokoh","seap-adamflorin-moongiia-hiko","False","35","0","0","0","13/07/2018","0"
921,"DancehallToMars","https://splice.com/marsattacks/dancehalltomars","marsattacks","dadewoyin-jeffreyemilio-ViKO","False","252","2","0","1","13/07/2018","2"
922,"NYU Musical Shares","https://splice.com/marsattacks/nyu-musical-shares","marsattacks","ethanhein-adampatrickbell-puniit10","False","535","16","0","8","13/07/2018","1"
923,"Spliced Experiment","https://splice.com/marsattacks/spliced-experimentt","marsattacks","-","False","145","9","0","0","13/07/2018","0"
924,"Spliced MIDI Challenge","https://splice.com/marsattacks/spliced-midi-challenge","marsattacks","-","False","124","13","0","0","13/07/2018","0"
925,"Martin Time = Need You","https://splice.com/martintime/martin-time--need-you","martintime","-","False","121","5","0","1","13/07/2018","0"
926,"Martin Time Vs. Fifth Harmony Ft. Kid Ink - Worth It (Martin Time Moombah Remix)","https://splice.com/martintime/martin-time-vs-fifth-harmony-ft-kid-ink---worth-it-martin-time-moombah-remix","martintime","-","False","756","54","0","6","13/07/2018","0"
927,"Template (inspired by Armin)","https://splice.com/martintime/template-inspired-by-armin","martintime","-","False","104","6","0","3","13/07/2018","0"
928,"The Jungle Hack (Original)","https://splice.com/martintime/the-jungle-hack-original","martintime","-","False","198","3","0","1","13/07/2018","3"
929,"Martin Garrix - Poison (Matias April remake)","https://splice.com/MatiasApril/martin-garrix---poison-matias-april-remake","MatiasApril","-","False","347","11","0","2","13/07/2018","0"
930,"Matias April - Beautiful Black (Original mix)","https://splice.com/MatiasApril/matias-april---beautiful-black-original-mix","MatiasApril","-","False","236","7","0","2","13/07/2018","1"
931,"Matias April - Beautiful Black (*DROP*)","https://splice.com/MatiasApril/matias-april-beautiful-black","MatiasApril","fomil","False","601","8","0","2","13/07/2018","0"
932,"Untitled Project (1)","https://splice.com/MatiasApril/untitled-project-1","MatiasApril","-","False","67","1","0","2","13/07/2018","0"
933,"April9","https://splice.com/mattetti/april9","mattetti","greaterthanzero-joshspoon-spencer_allen-neil-adamflorin","False","121","2","0","0","13/07/2018","2"
934,"cumbiaspiration","https://splice.com/mattetti/cumbiaspiration","mattetti","-","False","118","6","0","1","13/07/2018","4"
935,"Dysrupt @ Splice","https://splice.com/mattetti/dysrupt-splice","mattetti","andy","https://splice.com/dysrupt/dysrupt-splice-","126","4","0","0","13/07/2018","0"
936,"spliceroni","https://splice.com/mattetti/fd80a14f-0697-c780-0a2f-3f14481de351ce1b787","mattetti","andy","https://splice.com/andy/spliceroni","44","2","0","0","13/07/2018","1"
937,"ke","https://splice.com/mattetti/ke","mattetti","katrinaowen","False","250","9","1","1","13/07/2018","1"
938,"L'Hiver Blanc Remix","https://splice.com/mattetti/l-hiver-blanc-remix","mattetti","-","https://splice.com/rcc/l-hiver-blanc-remix","279","7","0","0","13/07/2018","0"
939,"spliceroni","https://splice.com/mattetti/spliceroni","mattetti","andy","https://splice.com/andy/spliceroni","136","4","0","0","13/07/2018","1"
940,"Teach your mammoth not to speak","https://splice.com/mattetti/teach-your-mammoth-not-to-speak","mattetti","-","https://splice.com/dropveter/teach-your-mammoth-not-to-speak","110","8","0","0","13/07/2018","0"
941,"TheBigSneeze Remix","https://splice.com/mattetti/thebigsneeze-remix","mattetti","-","https://splice.com/qatester/thebigsneeze","124","2","0","6","13/07/2018","1"
942,"wise","https://splice.com/mattetti/wise","mattetti","test-smart-acf-simonh-mikekavouras-demo-evanphx","False","116","7","0","0","13/07/2018","0"
943,"Hackathon","https://splice.com/matth/hackathon","matth","themetabeing-endlessspace-andy-dysrupt","False","95","3","0","0","13/07/2018","0"
944,"Meeshanth & Maxwatts GPS LOL","https://splice.com/maxwatts/meeshanth--maxwatts-gps-lol","maxwatts","meeshanth","False","213","1","0","0","13/07/2018","0"
945,"Survivor","https://splice.com/MeatPuppet/survivor","MeatPuppet","-","https://splice.com/meeshanth/make-this-song-edm","316","4","1","3","13/07/2018","0"
946,"MAKE THIS SONG EDM","https://splice.com/meeshanth/make-this-song-edm","meeshanth","-","False","2,684","175","3","29","13/07/2018","5"
947,"Autoerotique - AUH (Midnight Kid remix)","https://splice.com/Midnik/autoerotique---auh-midnight-kid-remix","Midnik","-","https://splice.com/autoerotique/auh-contest","19","0","0","2","13/07/2018","0"
948,"Jauz x Pegboard Nerds - Get On Up (Midnight Kid)","https://splice.com/Midnik/jauz-x-pegboard-nerds---get-on-up-midnight-kid","Midnik","-","https://splice.com/pegboardnerds/get-on-up-contest","34","0","0","0","13/07/2018","0"
949,"Midnik X Bro Safari's - Work In Progress","https://splice.com/Midnik/midnik-x-bro-safaris---work-in-progress","Midnik","-","https://splice.com/brosafari/mysteryland-contest","28","0","0","4","13/07/2018","1"
950,"2:35am","https://splice.com/mikhail/2-35am","mikhail","-","False","152","5","0","1","13/07/2018","0"
951,"Abyss","https://splice.com/mikhail/abyss","mikhail","arewholee","https://splice.com/mikhail/eivissa","389","49","1","15","13/07/2018","1"
952,"bleep bleep","https://splice.com/mikhail/bleep-bleep","mikhail","-","False","1,225","16","1","3","13/07/2018","0"
953,"Dark Disco","https://splice.com/mikhail/dark-disco","mikhail","-","https://splice.com/escatech/on-the-run","2,781","326","0","36","13/07/2018","1"
954,"denial","https://splice.com/mikhail/denial","mikhail","-","False","769","49","0","6","13/07/2018","0"
955,"Eivissa","https://splice.com/mikhail/eivissa","mikhail","arewholee","False","1,150","121","1","27","13/07/2018","0"
956,"Everything You Want","https://splice.com/mikhail/everything-you-want","mikhail","-","https://splice.com/mikhail/bleep-bleep","884","22","0","2","13/07/2018","0"
957,"Purple","https://splice.com/mikhail/purple","mikhail","arewholee","https://splice.com/mikhail/abyss","957","49","0","9","13/07/2018","0"
958,"the edge","https://splice.com/mikhail/the-edge","mikhail","-","False","670","40","0","8","13/07/2018","2"
959,"VOID","https://splice.com/mikhail/void","mikhail","-","False","330","9","0","5","13/07/2018","0"
960,"deadmau5 feat. Grabbitz - Let Go","https://splice.com/mimart/deadmau5-feat-grabbitz---let-go","mimart","-","https://splice.com/mau5trap/deadmau5-let-go-remix-contest","71","0","0","5","13/07/2018","0"
961,"kjhsfdjshkfj","https://splice.com/mimart/kjhsfdjshkfj","mimart","-","False","25","0","0","0","13/07/2018","0"
962,"kjhsfdjshkfj","https://splice.com/mimart/kjhsfdjshkfjjh","mimart","-","False","41","0","0","0","13/07/2018","0"
963,"sdfdsa","https://splice.com/mimart/sdfdsa","mimart","-","False","59","1","0","3","13/07/2018","3"
964,"Moby - Mere Anarchy","https://splice.com/moby/mere-anarchy","moby","-","False","11,926","829","9","73","13/07/2018","7"
965,"Moby - This Wild Darkness","https://splice.com/moby/moby-this-wild-darkness","moby","-","False","6,162","346","0","58","13/07/2018","6"
966,"Moby - Like A Motherless Child","https://splice.com/moby/motherless-child","moby","-","False","15,270","1,503","14","107","13/07/2018","35"
967,"0511","https://splice.com/MoervinUrban/0511","MoervinUrban","-","False","342","4","0","5","13/07/2018","0"
968,"09022018","https://splice.com/MoervinUrban/09022018","MoervinUrban","-","False","470","19","0","3","13/07/2018","0"
969,"1702#2","https://splice.com/MoervinUrban/17022","MoervinUrban","-","False","286","16","0","7","13/07/2018","0"
