"Id","Title","URL","Author","Co-Author","IsSpliced?","Plays","Splices","Released Splices","Likes","Date","Comments"
414,"Latre ft. Kevin Gates Remix","https://splice.com/delta9/latre-ft-kevin-gates-remix","delta9","-","False","255","8","0","1","13/07/2018","0"
415,"Migos - Bad and Boujee [Trippy Trappy Remix]","https://splice.com/delta9/migos---bad-and-boujee-[remix]","delta9","-","False","2,472","94","1","12","13/07/2018","0"
416,"transit 9","https://splice.com/delta9/new-hip-hop-feel-tuesday","delta9","-","False","94","5","0","2","13/07/2018","0"
417,"no permission - wiz khalifa type beat with acapella","https://splice.com/delta9/no-permission---wiz-khalifa-beat-remake","delta9","-","False","315","12","0","2","13/07/2018","0"
418,"october baby","https://splice.com/delta9/october-baby","delta9","-","False","909","35","0","3","13/07/2018","0"
419,"october baby [fixed up]","https://splice.com/delta9/october-baby-[fixed-up]","delta9","-","False","246","9","0","3","13/07/2018","3"
420,"Rico makes $$$money$$$","https://splice.com/delta9/rico-makes-money","delta9","-","False","658","16","0","4","13/07/2018","0"
421,"sherm","https://splice.com/delta9/sherm","delta9","-","False","20","0","0","0","13/07/2018","0"
422,"Sunset Ave.","https://splice.com/delta9/sunset-ave","delta9","-","False","1,182","57","0","11","13/07/2018","0"
423,"Sunset Ave. [UPDATED with vocals]","https://splice.com/delta9/sunset-ave-[updated-with-vocals]","delta9","-","False","603","27","0","3","13/07/2018","0"
424,"Szechuan sauce","https://splice.com/delta9/szechuan-sauce","delta9","-","False","248","4","0","3","13/07/2018","0"
425,"this time, make sure they're all dead","https://splice.com/delta9/this-time-make-sure-theyre-all-dead","delta9","-","False","1,905","74","0","14","13/07/2018","1"
426,"Travels to Kushmountain","https://splice.com/delta9/travels-to-kushmountain","delta9","-","False","287","14","0","6","13/07/2018","2"
427,"nature walkoncid","https://splice.com/delta9/trippy-trap-tuesday","delta9","-","False","209","7","0","2","13/07/2018","2"
428,"what can you spit to this beat?","https://splice.com/delta9/what-can-you-spit-to-this-beat","delta9","-","False","39","2","0","0","13/07/2018","0"
429,"DB SPLICE","https://splice.com/deluga/db-splice-","deluga","ivvn-fenoli-laj35-pdehling","False","1","3","2","0","13/07/2018","0"
430,"Hellberg feat. Cozi Zuehlsdorff - The Girl (Demokracy Extended Mix)","https://splice.com/Demokracy/girl-remix","Demokracy","-","https://splice.com/Hellberg/the-girl-contest","27","0","0","6","13/07/2018","1"
431,"Zenojim - Squaraw & Deodata Magic Drums","https://splice.com/deodata/zenojim---squaraw--deodata-magic-drums","deodata","zenojim","https://splice.com/zenojim/zenojim-squaraw","96","1","0","0","13/07/2018","1"
432,"2015-08-05 На Дне (At the Bottom)","https://splice.com/dglazkov/2015-08-05-at-the-bottom","dglazkov","iamchrisle","False","204","9","0","1","13/07/2018","0"
433,"Laundromat Shaman Remix","https://splice.com/dglazkov/laundromat-shaman-remix","dglazkov","iamchrisle","False","106","5","0","1","13/07/2018","0"
434,"a drop version demo lol ( just throwing stuff out there for people to see dont mind , my friend said i should so ya lol i dont usually do rap but meh i gave it a try i put all three of these together in not even an hour","https://splice.com/djadhd/a-drop-version-demo-lol--just-throwing-stuff-out-there-for-people-to-see-dont-mind--my-friend-said-i-should-so-ya-lol-i-dont-usually-do-rap-but-meh-i-gave-it-a-try-i-put-all-three-of-these-together-in-not-even-an-hour","djadhd","-","False","102","1","0","0","13/07/2018","0"
435,"a rap song ( i dont normally do this but a friend said i should post this and show people what i can do )","https://splice.com/djadhd/a-rap-song--i-dont-normally-do-this-but-a-friend-said-i-should-post-this-and-show-people-what-i-can-do","djadhd","-","False","68","0","0","0","13/07/2018","0"
436,"ChasingCloudKay- DjxiiteADEHD","https://splice.com/djadhd/chasingcloudkay--djxiiteadehd","djadhd","-","False","43","1","0","0","13/07/2018","0"
437,"You cant control me","https://splice.com/djadhd/copyrighted-by-alyssa-fode","djadhd","-","False","321","13","0","2","13/07/2018","2"
438,"Evict me - djxiiteadehd","https://splice.com/djadhd/evict-me---djxiiteadehd","djadhd","-","False","55","0","0","0","13/07/2018","0"
439,"GIVE IT UP ALREADY - DJ adehd/xiite","https://splice.com/djadhd/give-it-up-already-ft-gazzo-clean-version","djadhd","-","False","58","1","0","2","13/07/2018","0"
440,"ill show u","https://splice.com/djadhd/ill-show-u","djadhd","-","False","105","3","0","0","13/07/2018","0"
441,"ill show u second version an idea of what it sounds like","https://splice.com/djadhd/ill-show-u-second-version-an-idea-of-what-it-sounds-like","djadhd","-","False","192","0","0","0","13/07/2018","0"
442,"ill show you version 2 FINISHEDDD FT ALOMA STEELE","https://splice.com/djadhd/ill-show-you-version-2-finisheddd-ft-aloma-steele","djadhd","-","False","60","0","0","1","13/07/2018","0"
443,"josh rubin & colette car REMIX BY DJXIITE","https://splice.com/djadhd/josh-rubin--colette-car-remix-by-djxiite","djadhd","-","False","112","0","0","0","13/07/2018","0"
444,"KASKADE, BROHUG & Mr. Tape ""FUN ft. Madge"" Remix Contest","https://splice.com/djadhd/kaskade-brohug--mr-tape-fun-ft-madge-remix-contest","djadhd","-","https://splice.com/ArkadeMade/fun-remix","33","0","0","1","13/07/2018","7"
445,"KASKADE, BROHUG & Mr. Tape ""FUN ft. Madge"" Remix Contest BY DJ XIITE/ADEHD","https://splice.com/djadhd/kaskade-brohug--mr-tape-fun-ft-madge-remix-contest-by-dj-xiiteadehd","djadhd","-","https://splice.com/ArkadeMade/fun-remix","19","0","0","2","13/07/2018","1"
446,"No one - ADEHD XIITE","https://splice.com/djadhd/no-one---adehd-xiite","djadhd","-","False","56","2","0","0","13/07/2018","0"
447,"(second rap ) just messing around showing people what i can do , i would like to do this for a living also so if u want me to make something for u inbox me we will talk","https://splice.com/djadhd/second-rap--just-messing-around-showing-people-what-i-can-do--i-would-like-to-do-this-for-a-living-also-so-if-u-want-me-to-make-something-for-u-inbox-me-we-will-talk","djadhd","-","False","65","0","0","0","13/07/2018","0"
448,"Show me - DJ ADEHDXIITE","https://splice.com/djadhd/show-me---dj-adehdxiite","djadhd","-","False","22","0","0","0","13/07/2018","0"
449,"Silence","https://splice.com/djadhd/silence","djadhd","-","False","433","21","0","2","13/07/2018","0"
450,"someone - NEW SONG BY XIITE","https://splice.com/djadhd/someone---new-song-by-xiite","djadhd","-","False","93","0","0","0","13/07/2018","0"
451,"spaced out","https://splice.com/djadhd/spaced-out","djadhd","-","False","300","23","0","3","13/07/2018","2"
452,"Ted knows best remix by ADEHD","https://splice.com/djadhd/ted-knows-best---remix-by-adehd","djadhd","-","False","57","0","0","0","13/07/2018","0"
453,"Ted remix - DJ ADEHDXIITE","https://splice.com/djadhd/ted-remix---dj-adehdxiite","djadhd","-","False","33","0","0","0","13/07/2018","0"
454,"Tom & Jame ""Never Look Back"" Remix Contest","https://splice.com/djadhd/tom--jame-never-look-back-remix-contest","djadhd","-","https://splice.com/RevealedRecordings/never-look-back-remix","16","0","0","0","13/07/2018","0"
455,"trouble - luciana & nytrix (dj xiite remix)","https://splice.com/djadhd/trouble---luciana--nytrix-dj-xiite-remix","djadhd","-","False","199","3","0","1","13/07/2018","0"
456,"Fuck Dillion 2k15","https://splice.com/djki/fuck-dillion-2k15","djki","CHMurray345","False","445","0","0","1","13/07/2018","1"
457,"Firebeatz - Till The Sun Comes Up feat. Vertel (Sn❄wBall Remix)","https://splice.com/DJSNOWBALL/firebeatz---till-the-sun-comes-up-feat-vertel-snwball-remix","DJSNOWBALL","-","https://splice.com/groovecruise/firebeatz-till-the-sun-comes-up-feat-vertel","157","0","0","8","13/07/2018","4"
458,"808stateofmind","https://splice.com/djtantric/808stateofmind","djtantric","-","False","169","0","0","3","13/07/2018","0"
459,"Thomas Gold x Rico & Miella - On Fire (Masterclass)","https://splice.com/djthomasgold/on-fire-masterclass","djthomasgold","brett","False","25,468","2,939","0","254","13/07/2018","13"
460,"Game Over By L","https://splice.com/DJUDE/game-over","DJUDE","-","False","67","1","0","2","13/07/2018","0"
461,"I Guess I'll Go Now By L","https://splice.com/DJUDE/i-guess-ill-go-now_djude","DJUDE","-","False","492","25","0","6","13/07/2018","0"
462,"Escape (Prod. JG Beats)","https://splice.com/DntFckWithCOWS/escape-prod-jg-beats","DntFckWithCOWS","-","False","323","14","0","0","13/07/2018","0"
463,"Hard Brass Instrumental (Prod. Jamie Gifford)","https://splice.com/DntFckWithCOWS/hard-brass-instrumental-prod-jamie-gifford","DntFckWithCOWS","-","False","559","25","0","1","13/07/2018","0"
464,"Doctor Jeep - Delta [Splice WIP]","https://splice.com/doctajeep/doctor-jeep-delta-[splice-wip]","doctajeep","marsattacks-bakir","False","1,278","53","1","14","13/07/2018","4"
465,"geode","https://splice.com/doodle/geode","doodle","-","False","46","4","0","0","13/07/2018","1"
466,"Ice FUCKIT Challenge","https://splice.com/doodle/ice-fuckit-challenge","doodle","aylen-brett","False","92","1","0","2","13/07/2018","0"
467,"sea way","https://splice.com/doodle/sea-way","doodle","-","False","36","1","0","1","13/07/2018","0"
468,"Chilled Out","https://splice.com/Draiocht/chilled-out","Draiocht","-","False","150","7","0","0","13/07/2018","0"
469,"Project Zexo","https://splice.com/Draiocht/project-zexo","Draiocht","-","False","825","28","0","4","13/07/2018","4"
470,"On and On","https://splice.com/DrFresch/on-and-on","DrFresch","brett","False","406","66","0","9","13/07/2018","0"
471,"A Major Progression","https://splice.com/duckhunter/a-major-progression","duckhunter","smart-bktest-splicevideo","False","211","9","0","1","13/07/2018","0"
472,"Alien Dubplate","https://splice.com/duckhunter/alien-dubplate","duckhunter","mimart-qatester-mimarto","False","320","12","1","2","13/07/2018","1"
473,"Asylum","https://splice.com/duckhunter/asylum","duckhunter","-","False","904","33","0","10","13/07/2018","2"
474,"Bayu","https://splice.com/duckhunter/bayu","duckhunter","-","False","181","11","0","4","13/07/2018","2"
475,"Beat Grummant","https://splice.com/duckhunter/beat-grummant","duckhunter","-","False","152","9","0","4","13/07/2018","1"
476,"Beluga","https://splice.com/duckhunter/beluga","duckhunter","mattetti","False","141","6","0","0","13/07/2018","1"
477,"Collision Template","https://splice.com/duckhunter/collision-template","duckhunter","bktest","False","267","14","0","0","13/07/2018","0"
478,"Deep_Sea","https://splice.com/duckhunter/deep_sea","duckhunter","bktest","False","104","3","0","0","13/07/2018","0"
479,"Deep Haze","https://splice.com/duckhunter/deep-haze","duckhunter","-","False","5,581","111","0","17","13/07/2018","2"
480,"Deep Operation Jam","https://splice.com/duckhunter/deep-operation-jam","duckhunter","mattetti-brett-capcom","False","447","41","0","3","13/07/2018","3"
481,"Desires (Maschinesound Mix)","https://splice.com/duckhunter/desires-maschinesound-mix","duckhunter","-","False","627","20","0","3","13/07/2018","2"
482,"Electric Blue","https://splice.com/duckhunter/electric-blue","duckhunter","-","False","324","9","0","3","13/07/2018","2"
483,"Fedin","https://splice.com/duckhunter/fedin","duckhunter","mattetti-bktest","False","123","11","0","0","13/07/2018","0"
484,"FlowersInHouse","https://splice.com/duckhunter/flowersinhouse","duckhunter","-","False","1,096","19","0","7","13/07/2018","2"
485,"Future Acid Bass","https://splice.com/duckhunter/future-acid-bass","duckhunter","-","https://splice.com/duckhunter/future-acid-bass-dj-tool","1,421","16","1","4","13/07/2018","1"
486,"Future Acid Bass V.3","https://splice.com/duckhunter/future-acid-bass-v3","duckhunter","-","https://splice.com/duckhunter/future-acid-bass","1,665","31","0","6","13/07/2018","2"
487,"Garden Tale","https://splice.com/duckhunter/garden-tale","duckhunter","youngtrane","False","629","48","0","13","13/07/2018","4"
488,"Guss","https://splice.com/duckhunter/guss","duckhunter","-","False","175","6","0","2","13/07/2018","0"
489,"Ilan Kriger - Capoeira (Duckhunter Remix)","https://splice.com/duckhunter/ilan-kriger---capoeira-duckhunter-remix","duckhunter","-","https://splice.com/ilankriger/ilan-kriger-capoeira-vocal-for-remix","523","31","0","4","13/07/2018","5"
490,"iMachine0.2","https://splice.com/duckhunter/imachine0-2","duckhunter","mattetti-brett","False","118","6","0","0","13/07/2018","0"
491,"IntrescantDustMan","https://splice.com/duckhunter/intrescantdustman","duckhunter","s4rus","False","120","2","0","0","13/07/2018","0"
492,"Jumping Jack","https://splice.com/duckhunter/jumping-jack","duckhunter","mattetti","https://splice.com/andy/c68586de-037f-ea80-f66f-a3dc9e3e326d428e31e","298","28","0","3","13/07/2018","1"
493,"Karizzo.als","https://splice.com/duckhunter/karizzo-als","duckhunter","smart-mattetti-fhwang007-brett-mikekavouras-andy","False","236","21","0","1","13/07/2018","0"
494,"La Tama (preview)","https://splice.com/duckhunter/la-tama-preview","duckhunter","-","False","244","8","0","7","13/07/2018","0"
495,"Lesala (Musical Shares Jan. 2015)","https://splice.com/duckhunter/lesala-musical-shares-jan-2015","duckhunter","johngutowski-wiplo-iamchrisle","False","103","2","0","1","13/07/2018","0"
496,"Lumino_Groove","https://splice.com/duckhunter/lumino_groove","duckhunter","barbershreds-andy-phiunit-rebase","False","295","15","0","0","13/07/2018","1"
497,"Mad Grunt","https://splice.com/duckhunter/mad-grunt","duckhunter","-","False","1,154","78","0","16","13/07/2018","4"
498,"Malvina","https://splice.com/duckhunter/malvina","duckhunter","barbershreds-cainenovak","False","419","24","0","3","13/07/2018","2"
499,"Massive Deep","https://splice.com/duckhunter/massive-deep","duckhunter","-","False","344","4","1","1","13/07/2018","0"
500,"Massive Deep v2","https://splice.com/duckhunter/massive-deep-v2","duckhunter","-","https://splice.com/duckhunter/massive-deep","545","16","0","3","13/07/2018","0"
501,"Mystery_Operator (Operator Sound Design Project)","https://splice.com/duckhunter/mystery_operator-operator-sound-design-project","duckhunter","-","False","287","12","0","1","13/07/2018","0"
502,"Nekdo Kot Si Ti (Laylae feat. Nia) - Duckhunter Remix","https://splice.com/duckhunter/nekdo-kot-si-ti-laylae-feat-nia-duckhunter-remix","duckhunter","laylae","https://splice.com/laylae/remix-request","199","9","0","1","13/07/2018","23"
503,"Not to Deep, house (Duckhunter Remix) Preview","https://splice.com/duckhunter/not-to-deep-house-duckhunter-remix-preview","duckhunter","-","https://splice.com/ganjie/not-to-deep-house","483","15","0","3","13/07/2018","1"
504,"Object Control","https://splice.com/duckhunter/object-control","duckhunter","-","False","308","6","0","2","13/07/2018","0"
505,"Overlove","https://splice.com/duckhunter/overlove","duckhunter","-","False","210","11","0","4","13/07/2018","1"
506,"Pirate Ship","https://splice.com/duckhunter/pirate-ship","duckhunter","-","False","281","15","0","3","13/07/2018","2"
507,"Polinaro","https://splice.com/duckhunter/polinaro","duckhunter","cainenovak","False","461","27","0","1","13/07/2018","2"
508,"Sharam - Heavi (Duckhunter Remix)","https://splice.com/duckhunter/sharam---heavi-duckhunter-remix","duckhunter","-","https://splice.com/Sharam/heavi-contest","206","0","0","11","13/07/2018","0"
509,"Solitarium","https://splice.com/duckhunter/solitarium","duckhunter","Bassology","False","265","6","0","3","13/07/2018","1"
510,"Splice Folder (Duckhunter & Arewholee original mix)","https://splice.com/duckhunter/splice-folder-duckhunter--arewholee-original-mix","duckhunter","-","False","168","7","0","4","13/07/2018","1"
511,"Spotted","https://splice.com/duckhunter/spotted","duckhunter","-","False","647","47","0","12","13/07/2018","4"
512,"Summa_Del","https://splice.com/duckhunter/summa_del","duckhunter","mattetti-barbershreds-aylen-phiunit-agola-cainenovak","https://splice.com/therealhaploid/summa_del","170","9","0","0","13/07/2018","1"
513,"Summa Del","https://splice.com/duckhunter/summa-del","duckhunter","agola","False","138","9","0","2","13/07/2018","3"
514,"tenkatsu (Version 2)","https://splice.com/duckhunter/tenkatsu-version-2","duckhunter","-","https://splice.com/duckhunter/tenkatsu","262","20","1","8","13/07/2018","1"
515,"Testdrive","https://splice.com/duckhunter/testdrive","duckhunter","-","False","218","8","0","7","13/07/2018","0"
516,"The Sunrise","https://splice.com/duckhunter/the-sunrise","duckhunter","camino-cainenovak","False","374","2","0","5","13/07/2018","3"
517,"Tomash Ghz - Ouzakia (Duckhunter Remix WIP)","https://splice.com/duckhunter/tomash-ghz---ouzakia-duckhunter-remix-wip","duckhunter","-","https://splice.com/ghz_tomash/tomash-ghz---ouzakia","422","33","0","7","13/07/2018","2"
518,"Wireless","https://splice.com/duckhunter/wireless","duckhunter","bktest","False","156","15","0","1","13/07/2018","1"
519,"Woodblock Master","https://splice.com/duckhunter/woodblock-master","duckhunter","mimart","False","190","14","0","2","13/07/2018","0"
520,"PFMD - Somebody Who Gets It","https://splice.com/duncan/pfmd---somebody-who-gets-it","duncan","matt_grandy","False","120","2","0","2","13/07/2018","1"
521,"PFMD - Why So Serious","https://splice.com/duncan/pfmd---why-so-serious","duncan","matt_grandy","False","114","10","0","4","13/07/2018","0"
522,"Arabian Voice (DHARMA Records)","https://splice.com/DVBLEX/arabian-voice-dharma-records","DVBLEX","-","False","230","7","0","0","13/07/2018","0"
523,"Atom Samples - Diablo Super Pack","https://splice.com/DVBLEX/atom-samples---diablo-super-pack","DVBLEX","-","False","577","19","0","1","13/07/2018","0"
524,"DVBLEX - Believe (KSHMR Style)","https://splice.com/DVBLEX/dvblex---believe-kshmr-style","DVBLEX","-","False","3,934","199","0","30","13/07/2018","2"
525,"DVBLEX - Roadkill (Style Spinnin Deep)","https://splice.com/DVBLEX/dvblex---roadkill-style-spinnin-deep","DVBLEX","-","False","3,711","313","0","43","13/07/2018","1"
526,"Maroon 5 Ft. Future - Cold (Future Bounce Style)","https://splice.com/DVBLEX/maroon-5-ft-future---cold-future-bounce-style","DVBLEX","-","False","4,464","351","0","51","13/07/2018","1"
527,"AGAINST ALL ODDS","https://splice.com/dyro/against-all-odds","dyro","-","False","176,667","13,877","3","1,415","13/07/2018","64"
528,"Dysrupt @ Splice","https://splice.com/dysrupt/924539f0-04fd-bf80-5c5d-14f7c512970c705d46e","dysrupt","andy-erinbarra-bae_bro","False","118","8","1","0","13/07/2018","1"
529,"Dysrupt @ Splice","https://splice.com/dysrupt/dysrupt-splice-","dysrupt","andy-erinbarra-bae_bro","False","224","9","1","0","13/07/2018","2"
530,"Мы курим джа","https://splice.com/ebuffalo/mikurimdza","ebuffalo","cainenovak","False","66","0","0","0","13/07/2018","0"
531,"NewNew","https://splice.com/endlessspace/newnew","endlessspace","themetabeing-matth-dysrupt","False","99","3","0","0","13/07/2018","0"
532,"Deadmau5 feat. Grabbitz - Let Go (ephixa remix)","https://splice.com/ephixa/deadmau5-feat-grabbitz---let-go-ephixa-remix","ephixa","-","https://splice.com/mau5trap/deadmau5-let-go-remix-contest","20,753","0","0","647","13/07/2018","188"
533,"Eric Sharp & Whitney Fierce - Wait Just Wait","https://splice.com/ericsharp/eric-sharp--whitney-fierce---wait-just-wait","ericsharp","brett-whitneyfierce","False","676","32","0","7","13/07/2018","8"
534,"Blank_Slate","https://splice.com/erinbarra/blank_slate","erinbarra","andy-dysrupt-bae_bro","False","25","4","0","0","13/07/2018","0"
535,"Kevin's aQWERTYon Loop remix","https://splice.com/ethanhein/kevins-aqwertyon-loop-remix","ethanhein","-","False","56","0","0","0","13/07/2018","0"
536,"Splice Jam","https://splice.com/ethanhein/splice-jam","ethanhein","therewasaguy-alexruthmann-adampatrickbell-jacqulyn123789","False","119","1","0","2","13/07/2018","1"
537,"T-Bone","https://splice.com/ethanhein/t-bone","ethanhein","-","False","526","12","0","2","13/07/2018","0"
538,"The Funk of Forty Thousand Years","https://splice.com/ethanhein/the-funk-of-forty-thousand-years","ethanhein","-","False","165","9","0","0","13/07/2018","0"
539,"Anesis x Trixyl - Stuck Without You (REMIX COMPETITION)","https://splice.com/EtherealEDM/stuck-without-you","EtherealEDM","-","False","1,507","94","0","19","13/07/2018","1"
540,"3. All Logged Down","https://splice.com/everythingability/3-all-logged-down","everythingability","samdeane-krispopat","False","13","0","0","0","13/07/2018","0"
541,"3. Animal","https://splice.com/everythingability/3-animal","everythingability","samdeane-krispopat","False","18","0","0","0","13/07/2018","0"
542,"3. Anti Find Yourself Song 2","https://splice.com/everythingability/3-anti-find-yourself-song-2","everythingability","samdeane-krispopat","False","33","0","0","0","13/07/2018","0"
543,"3. Coming To Get You","https://splice.com/everythingability/3-coming-to-get-you","everythingability","samdeane-krispopat","False","22","0","0","0","13/07/2018","0"
544,"3. Dumb Horizons","https://splice.com/everythingability/3-dumb-horizons","everythingability","samdeane-krispopat","False","83","4","0","1","13/07/2018","0"
545,"3. Glitter","https://splice.com/everythingability/3-glitter","everythingability","samdeane-krispopat","False","14","1","0","0","13/07/2018","0"
546,"3. God Only Knows","https://splice.com/everythingability/3-god-only-knows","everythingability","samdeane-krispopat","False","99","2","0","0","13/07/2018","0"
547,"3. Horizontally","https://splice.com/everythingability/3-horizontally","everythingability","samdeane-krispopat","False","13","0","0","0","13/07/2018","0"
548,"3. I Can’t Help Myself","https://splice.com/everythingability/3-i-cant-help-myself","everythingability","samdeane-krispopat","False","20","0","0","0","13/07/2018","0"
549,"3. I’m Here","https://splice.com/everythingability/3-im-here","everythingability","samdeane-krispopat","False","13","0","0","0","13/07/2018","0"
550,"3. Just Like A Magazine","https://splice.com/everythingability/3-just-like-a-magazine","everythingability","samdeane-krispopat-martinh","False","27","1","0","0","13/07/2018","0"
551,"3. Lookin Out My Window","https://splice.com/everythingability/3-lookin-out-my-window","everythingability","samdeane-krispopat","False","98","2","0","0","13/07/2018","0"
552,"3. No One Replaces You When You Die","https://splice.com/everythingability/3-no-one-replaces-you-when-you-die","everythingability","samdeane-krispopat","False","17","0","0","0","13/07/2018","0"
553,"3. Prone To Forget","https://splice.com/everythingability/3-prone-to-forget","everythingability","samdeane-krispopat","False","25","0","0","0","13/07/2018","0"
554,"3. Schizophrenic Singles Club","https://splice.com/everythingability/3-schizophrenic-singles-club","everythingability","samdeane-krispopat","False","60","1","0","0","13/07/2018","0"
555,"3. Shit Going On","https://splice.com/everythingability/3-shit-going-on","everythingability","samdeane-krispopat","False","78","1","0","0","13/07/2018","0"
556,"3. The Cockroach","https://splice.com/everythingability/3-the-cockroach","everythingability","samdeane-krispopat","False","14","0","0","0","13/07/2018","0"
557,"3. The One Thing","https://splice.com/everythingability/3-the-one-thing","everythingability","samdeane-krispopat","False","2","0","0","0","13/07/2018","0"
558,"3. Violetta Belle","https://splice.com/everythingability/3-violetta-belle","everythingability","samdeane-krispopat","False","21","0","0","0","13/07/2018","0"
559,"3. We Feel Nothing At All","https://splice.com/everythingability/3-we-feel-nothing-at-all","everythingability","samdeane-krispopat","False","18","0","0","0","13/07/2018","0"
560,"3. What Ever You Do To Me","https://splice.com/everythingability/3-what-ever-you-do-to-me","everythingability","samdeane-krispopat","False","27","0","0","0","13/07/2018","0"
561,"Animal (Odd)","https://splice.com/everythingability/animal-odd","everythingability","-","False","97","0","0","0","13/07/2018","0"
562,"Attack of the Empaths2","https://splice.com/everythingability/attack-of-the-empaths2","everythingability","samdeane-krispopat-martinh-wiplo","False","13","0","0","0","13/07/2018","0"
563,"Hoochie Coochie 2","https://splice.com/everythingability/hoochie-coochie-2","everythingability","samdeane-krispopat","False","2","0","0","0","13/07/2018","0"
564,"Open Your Eyes","https://splice.com/everythingability/open-your-eyes","everythingability","samdeane-krispopat","False","22","0","0","0","13/07/2018","0"
565,"Ordinary Man","https://splice.com/everythingability/ordinary-man","everythingability","samdeane-krispopat","False","7","0","0","0","13/07/2018","0"
566,"Tears","https://splice.com/everythingability/tears","everythingability","samdeane-krispopat-martinh","False","6","0","0","0","13/07/2018","0"
567,"The Cockroach Piano","https://splice.com/everythingability/the-cockroach-piano","everythingability","samdeane-krispopat","False","149","1","0","0","13/07/2018","0"
568,"The Matter Of State ( Hells Bells )","https://splice.com/everythingability/the-matter-of-state--hells-bells","everythingability","samdeane-krispopat","False","24","0","0","0","13/07/2018","0"
569,"Unoriginal Sin ( Heh )","https://splice.com/everythingability/unoriginal-sin--heh","everythingability","samdeane-krispopat","False","4","0","0","0","13/07/2018","0"
570,"We Do 2","https://splice.com/everythingability/we-do-2","everythingability","samdeane-krispopat","False","17","0","0","0","13/07/2018","0"
571,"3chainz","https://splice.com/feewet/3chainz","feewet","-","False","1,788","159","0","27","13/07/2018","0"
572,"feewet - ALT-L (ft. Chris Otoole)","https://splice.com/feewet/alt-l","feewet","-","False","1,947","74","1","7","13/07/2018","3"
573,"feewet - basement (dub version)","https://splice.com/feewet/basementdub","feewet","-","False","521","34","0","5","13/07/2018","0"
574,"beat109 elves","https://splice.com/feewet/beat109-elves","feewet","-","False","53","3","0","2","13/07/2018","0"
575,"feewet - CHEAT","https://splice.com/feewet/cheat","feewet","-","False","2,420","197","0","26","13/07/2018","2"
576,"Bro Safari x Fenton's Work In Progress","https://splice.com/fentonofficial/bro-safari-x-fentons-work-in-progress","fentonofficial","-","https://splice.com/brosafari/mysteryland-contest","35","0","0","5","13/07/2018","2"
577,"Bro Safari x Fenton's Work In Progress [NOT FINAL]","https://splice.com/fentonofficial/bro-safari-x-fentons-work-in-progress-37","fentonofficial","brosafari","False","188","13","0","5","13/07/2018","6"
578,"Charlie McKill","https://splice.com/fentonofficial/charlie-mckill","fentonofficial","-","False","218","11","0","1","13/07/2018","1"
579,"Mummify","https://splice.com/fentonofficial/mummify","fentonofficial","-","False","380","36","0","6","13/07/2018","8"
580,"x beat 46 R&B","https://splice.com/fishintunapuna/x-beat-46-rb","fishintunapuna","-","False","444","19","0","3","13/07/2018","0"
581,"x beat 57 R&B","https://splice.com/fishintunapuna/x-beat-57-rb","fishintunapuna","-","False","757","38","0","8","13/07/2018","1"
582,"x beat 61 HIP HOP","https://splice.com/fishintunapuna/x-beat-61-hip-hop","fishintunapuna","-","False","1,542","76","0","5","13/07/2018","0"
583,"x beat 62 R&B","https://splice.com/fishintunapuna/x-beat-62-rb","fishintunapuna","-","False","128","4","0","3","13/07/2018","1"
584,"Blasterjaxx & Justin Prime - Push Play","https://splice.com/FLPFamily/blasterjaxx--justin-prime---push-play","FLPFamily","-","False","305","13","0","2","13/07/2018","0"
585,"Blasterjaxx & MOTi - Ghost In The Machine (Original Mix) (FL Studio Remake)","https://splice.com/FLPFamily/blasterjaxx--moti---ghost-in-the-machine-original-mix-fl-studio-remake","FLPFamily","-","False","245","22","0","1","13/07/2018","0"
586,"BYNON & Domeno Feat. Alice Berg - Golden Hearts (Dannic Edit) (FL Studio Remake )","https://splice.com/FLPFamily/bynon--domeno-feat-alice-berg---golden-hearts-dannic-edit-fl-studio-remake","FLPFamily","-","False","409","27","0","4","13/07/2018","0"
587,"Curbi - Discharge","https://splice.com/FLPFamily/curbi---discharge","FLPFamily","-","False","486","36","0","4","13/07/2018","0"
588,"Dannic & Lucky Date feat. Harrison - Mayday (Remake FLP)","https://splice.com/FLPFamily/dannic--lucky-date-feat-harrison---mayday-remake-flp","FLPFamily","-","False","270","8","0","2","13/07/2018","0"
589,"DIMARO & D-Stroyer - Stadium (Remake FLP)","https://splice.com/FLPFamily/dimaro--d-stroyer---stadium-remake--flp","FLPFamily","-","False","219","2","0","0","13/07/2018","0"
590,"Dzeko & Torres and Maestro Harrell Ft. Delora - For You (Original Mix) (FL Studio Remake )","https://splice.com/FLPFamily/dzeko--torres-and-maestro-harrell-ft-delora---for-you-original-mix-fl-studio-remake","FLPFamily","-","False","185","10","0","0","13/07/2018","0"
591,"FL Studio Remake: Hardwell feat. Harrison - Sally + FLP","https://splice.com/FLPFamily/fl-studio-remake-hardwell-feat-harrison---sally--flp","FLPFamily","-","False","385","30","0","5","13/07/2018","0"
592,"FL Studio Remake: Tony Junior - Suckerpunch","https://splice.com/FLPFamily/fl-studio-remake-tony-junior---suckerpunch","FLPFamily","-","False","437","30","0","4","13/07/2018","0"
593,"Galantis - Runaway (KSHMR Remix) (FL Studio Remake)","https://splice.com/FLPFamily/galantis---runaway-kshmr-remix-fl-studio-remake","FLPFamily","-","False","394","31","0","5","13/07/2018","0"
