Title;Author;Co-Author;IsSpliced;Plays;Splices;Released Splices;Likes;Date;Comments
DVBLEX - Believe (KSHMR Style);DVBLEX;-;False;3370;184;0;29;23/01/2016;2
DVBLEX - Roadkill (Style Spinnin Deep);DVBLEX;-;False;3449;290;0;41;22/01/2017;1
Maroon 5 Ft. Future - Cold (Future Bounce Style);DVBLEX;-;False;3528;306;0;45;28/03/2017;1
Atom Samples - Diablo Super Pack;DVBLEX;-;False;507;16;0;1;27/05/2017;0
AGAINST ALL ODDS;dyro;-;False;150112;13530;3;1392;23/01/2015;63
Dysrupt @ Splice;dysrupt;themetabeing-endlessspace-andy-matth;False;115;3;0;0;23/01/2014;1
Dysrupt @ Splice;dysrupt;andy-erinbarra-bae_bro;False;224;9;0;0;23/01/2014;2
Dysrupt @ Splice;dysrupt;andy-erinbarra-bae_bro;False;118;8;1;0;23/01/2014;1
Мы курим джа;ebuffalo;cainenovak;False;63;0;0;0;23/01/2015;0
150 The Best Templates For Ableton;edmmusictemplates;-;False;1244;39;0;1;11/01/2018;0
Future House + Progressive House Style (Templates) Logic Pro X;edmmusictemplates;-;False;80;7;0;2;11/01/2018;0
The Best Future Bass Style (Template + Tutorial) Logic Pro X;edmmusictemplates;-;False;146;27;0;0;11/01/2018;0
Spinnin' Deep - Love Is (Template + Tutorial + Stems) Logic Pro X;edmmusictemplates;-;False;126;11;0;1;11/01/2018;0
NewNew;endlessspace;themetabeing-matth-dysrupt;False;99;3;0;0;23/01/2014;0
Eric Sharp & Whitney Fierce - Wait Just Wait;ericsharp;brett-whitneyfierce;False;673;32;0;7;23/01/2015;8
Blank_Slate;erinbarra;andy-dysrupt-bae_bro;False;25;4;0;0;23/01/2014;0
T-Bone;ethanhein;-;False;413;12;0;0;23/01/2016;0
Kevin's aQWERTYon Loop remix;ethanhein;-;False;49;0;0;0;23/01/2016;0
Anesis x Trixyl - Stuck Without You (REMIX COMPETITION);EtherealEDM;-;False;1506;94;0;20;23/01/2016;1
3. Coming To Get You;everythingability;samdeane-krispopat;False;21;0;0;0;22/01/2017;0
3. Shit Going On;everythingability;samdeane-krispopat;False;73;1;0;0;22/01/2017;0
Animal (Odd);everythingability;-;False;93;0;0;0;22/01/2017;0
3. Glitter;everythingability;samdeane-krispopat;False;12;1;0;0;22/01/2017;0
3. Dumb Horizons;everythingability;samdeane-krispopat;False;61;3;0;1;22/01/2017;0
The Matter Of State ( Hells Bells );everythingability;samdeane-krispopat;False;23;0;0;0;22/01/2017;0
3. I’m Here;everythingability;samdeane-krispopat;False;13;0;0;0;22/01/2017;0
3. God Only Knows;everythingability;samdeane-krispopat;False;83;2;0;0;22/01/2017;0
3. All Logged Down;everythingability;samdeane-krispopat;False;13;0;0;0;22/01/2017;0
3. Violetta Belle;everythingability;samdeane-krispopat;False;19;0;0;0;22/01/2017;0
Open Your Eyes;everythingability;samdeane-krispopat;False;22;0;0;0;22/01/2017;0
3. I Can’t Help Myself;everythingability;samdeane-krispopat;False;18;0;0;0;22/01/2017;0
3. Prone To Forget;everythingability;samdeane-krispopat;False;23;0;0;0;22/01/2017;0
3. We Feel Nothing At All;everythingability;samdeane-krispopat;False;18;0;0;0;22/01/2017;0
3. Lookin Out My Window;everythingability;samdeane-krispopat;False;89;2;0;0;22/01/2017;0
Skrillex - Recess (Exploratio X Button Mashers Remix);exploratio;-;False;2882;295;0;40;23/01/2015;1
Woz - Trust Meh (Exploratio Remix);exploratio;-;False;50;1;0;0;23/01/2015;0
feewet - CHEAT;feewet;-;False;2344;197;0;26;23/01/2015;2
feewet - ALT-L (ft. Chris Otoole);feewet;-;False;1944;74;1;7;23/01/2015;3
3chainz;feewet;-;False;1778;159;0;27;23/01/2016;0
feewet - basement (dub version);feewet;-;False;514;34;0;5;23/01/2016;0
beat109 elves;feewet;-;False;53;3;0;2;27/04/2017;0
Mummify;fentonofficial;-;False;380;36;0;6;23/01/2015;8
Bro Safari x Fenton's Work In Progress [NOT FINAL];fentonofficial;brosafari;False;187;13;0;5;23/01/2015;6
Charlie McKill;fentonofficial;-;False;214;11;0;1;23/01/2015;1
Firebeatz & Schella - Dear New York (Project File);Firebeatz;-;False;63915;4713;0;340;23/01/2016;13
x beat 46 R&B;fishintunapuna;-;False;442;18;0;3;23/01/2016;0
x beat 57 R&B;fishintunapuna;-;False;756;38;0;8;23/01/2016;1
x beat 61 HIP HOP;fishintunapuna;-;False;1542;76;0;5;23/01/2016;0
x beat 62 R&B;fishintunapuna;-;False;128;4;0;3;23/01/2016;1
R3hab vs Skytech & Fafaq - Tiger (Remake FLP);FLPFamily;-;False;344;43;0;5;23/01/2016;0
KSHMR Ft. BassKillers & B3nte - The Spook (Original Mix) (FL Studio Remake);FLPFamily;-;False;278;38;0;2;23/01/2016;0
Dzeko & Torres and Maestro Harrell Ft. Delora - For You (Original Mix) (FL Studio Remake );FLPFamily;-;False;184;10;0;0;23/01/2016;0
Mike Hawkins & JETFIRE – Desert Storm;FLPFamily;-;False;159;7;0;0;23/01/2016;0
DIMARO & D-Stroyer - Stadium (Remake FLP);FLPFamily;-;False;218;2;0;0;23/01/2016;0
Curbi - Discharge;FLPFamily;-;False;483;35;0;4;23/01/2016;0
Martin Garrix feat. Usher - Don't Look Down (Remake FLP);FLPFamily;-;False;214;13;0;2;23/01/2016;0
Martin Garrix - Forbidden Voices (Original Mix) (FL Studio Remake);FLPFamily;-;False;380;20;0;2;23/01/2016;0
BYNON & Domeno Feat. Alice Berg - Golden Hearts (Dannic Edit) (FL Studio Remake );FLPFamily;-;False;399;26;0;4;23/01/2016;0
Martin Garrix - I Am Happy (Remake FLP);FLPFamily;-;False;686;44;0;4;23/01/2016;0
Row Rocka - Kingwood (Remake FLP);FLPFamily;-;False;472;16;0;1;23/01/2016;0
W&W - Rave After Rave (Original Mix) (FL Studio Remake);FLPFamily;-;False;391;47;0;2;23/01/2016;1
FL Studio Remake: Hardwell feat. Harrison - Sally + FLP;FLPFamily;-;False;380;27;0;5;23/01/2016;0
Tiësto & KSHMR - Secrets (Original Mix) (FL Studio Remake);FLPFamily;-;False;521;74;0;3;23/01/2016;0
FL Studio Remake: Tony Junior - Suckerpunch;FLPFamily;-;False;433;30;0;4;23/01/2016;0
FLVT0 - Classic (Original Mix) Project;FLVT0;-;False;2288;152;0;25;23/01/2015;7
FLVT0 - Transition (Let's Rock);FLVT0;-;False;494;22;0;3;23/01/2016;0
Martin Garrix & Tiesto - The Only Way Is Up (Fomil Remake);fomil;-;False;8444;952;0;72;23/01/2015;9
Borgeous & Ryos - Machi (Fomil Remake);fomil;-;False;3431;202;0;27;23/01/2016;1
Fomil - Simple Essence (Drop);fomil;-;False;1400;60;0;7;23/01/2016;0
Jay Hardway - Wake Up (Fomil Remake);fomil;-;False;124;9;0;4;25/08/2017;0
Jay Hardway - Electric Elephants (Fomil Remake);fomil;-;False;217;22;0;5;25/08/2017;0
Fomil Sounds for Sylenth1 Demo;fomil;-;False;305;18;0;6;25/08/2017;0
Volt & State - Sandcastles (Fomil Remake);fomil;-;False;163;11;0;4;25/08/2017;0
Sebastian Ingrosso - Dark River (Fomil Remake);fomil;-;False;226;12;0;5;25/08/2017;0
Hardwell - Make The World Ours (Fomil Remake);fomil;-;False;127;11;0;3;25/08/2017;0
DubVision - Heart (Fomil Remake);fomil;-;False;147;9;0;2;25/08/2017;0
Nicky Romero - Novell (Fomil Full Remake);fomil;-;False;493;42;0;8;25/08/2017;0
Fox Stevenson High Five!;foxstevenson;brett;False;10778;1301;0;181;23/01/2015;12
love trap step idea;FrankJavCee;-;False;1411;114;0;16;23/01/2015;4
Love Trap Idea part two;FrankJavCee;-;False;234;19;0;5;23/01/2015;0
Love Trap Idea part three its the same track but only 3er;FrankJavCee;-;False;1585;314;1;26;23/01/2015;1
diffuse;fredoge;-;False;519;15;0;4;23/11/2017;0
flute shit;fredoge;-;False;1002;43;0;9;23/12/2017;0
bounce;fredoge;-;False;665;22;0;4;23/12/2017;0
flute and piano shit;fredoge;-;False;273;11;0;3;23/12/2017;0
new wave;fredoge;-;False;1641;103;1;14;28/12/2017;1
haunting;fredoge;-;False;627;28;0;6;29/12/2017;0
drowsy (pm me if you want to collab!);fredoge;-;False;56;2;0;0;20/01/2018;0
"wip ""haunter"" (pm for collab!)";fredoge;-;False;24;0;0;0;21/01/2018;0
wip gastly (pm for collabs);fredoge;-;False;20;1;0;0;22/01/2018;0
Free Ableton Live Template;FreeAbletonTemplates;-;False;1476;157;0;13;27/05/2017;0
Free Future House Ableton Live Project;FreeAbletonTemplates;-;False;2164;209;0;17;27/05/2017;0
Free EDM Ableton Template;FreeAbletonTemplates;-;False;602;112;0;4;27/05/2017;0
Free Ableton Mastering Template;FreeAbletonTemplates;-;False;319;60;0;5;27/05/2017;0
Arcadia (FullFlex Remix);fullflex;-;False;621;33;0;1;23/01/2015;1
Bro Safari's Work In Progress;fullflex;brosafari;False;272;7;0;0;23/01/2015;0
Bro Safari's Work In Progress;fullflex;brosafari;False;650;33;0;7;23/01/2015;0
Shat 3B;fuzuku;-;False;275;12;1;0;23/01/2014;6
Sinister Wave Andy meets Fuzuku (Remix) 5;fuzuku;andy;False;89;3;0;0;23/01/2014;0
Sinister Wave Andy meets Fuzuku (Remix) 5;fuzuku;andy;False;262;2;0;0;23/01/2014;0
insto breaks;fuzuku;andy;False;76;3;0;0;23/01/2014;4
FrequenC - Minimal Dub Feels;fuzuku;-;False;144;6;0;6;23/01/2014;0
Cyclop 2 mix a lot Flatten;fuzuku;andy;False;228;2;0;0;23/01/2015;0
Gorillaz - Stop The Dams (Gadpix remake);Gadpix;-;False;549;3;0;1;23/01/2015;0
Gadpix - Angry Gypsy;Gadpix;-;False;255;3;0;2;23/01/2015;0
Gadpix - Angry Gypsy (Preview);Gadpix;-;False;296;8;0;1;23/01/2016;3
Gadpix - NuméroBis (Original Mix);Gadpix;-;False;378;10;0;3;23/01/2016;0
Gadpix - Sous les coco (Original Mix);Gadpix;-;False;310;5;0;3;23/01/2016;0
Flyng;Gadpix;-;False;77;2;0;2;24/10/2017;0
ambient (collecting dust);ganjie;-;False;380;11;0;3;23/01/2016;0
Martini;ganjie;-;False;315;3;0;0;23/01/2016;0
I Just Wanna;ganjie;-;False;301;2;0;1;23/01/2016;0
Groovy;ganjie;-;False;323;14;1;4;23/01/2015;2
techoust;ganjie;-;False;419;10;0;3;23/01/2015;2
Move to the Groove;ganjie;-;False;490;16;0;5;23/01/2015;3
We are the Illusion;ganjie;-;False;264;5;0;3;23/01/2015;2
Not to Deep, house;ganjie;-;FALSE;2535;151;2;19;23/01/2015;9
wanna colab;ganjie;-;False;365;3;0;2;23/01/2015;1
Metallic House from the Future;ganjie;-;False;492;3;0;2;23/01/2015;3
Lets Get Wierd;ganjie;-;False;153;3;0;3;23/01/2015;1
Found My Way;ganjie;-;False;340;11;0;9;23/01/2016;0
Windows 95 startup;getyoursnackon;-;False;13647;352;0;61;23/01/2015;4
messenger sounds_2;getyoursnackon;-;False;604;70;0;6;23/01/2015;0
rickroll;getyoursnackon;-;False;1532;484;0;23;23/01/2015;2
We Own The Night lead;getyoursnackon;-;False;961;225;0;9;23/01/2015;2
The Thing;goyama;youngtrane-marsattacks-gvsbeatbox;False;2091;89;0;22;23/01/2015;12
LA collab 4-9-2014;greaterthanzero;mattetti-joshspoon-spencer_allen-neil-adamflorin;False;96;4;0;0;23/01/2014;2
seven four collab one;greaterthanzero;joshspoon-neil-adamflorin-sanderowen-simbalic-kytrinyx-justinasher;False;95;1;0;0;23/01/2014;0
Carrots and Sticks;greaterthanzero;joshspoon-whqles-5ammusic-sydeshow;False;51;3;0;1;23/01/2015;1
Haywyre - Work in Progress;haywyre;-;False;21686;1769;7;261;23/01/2015;18
Henry Fong & J-Trick - Scream (Original Mix);henryfong;jtrick;False;188455;15148;2;1527;23/01/2015;145
RELAX;hiko;seap-adamflorin-markokoh-moongiia;False;18;0;0;0;23/01/2015;0
Squirrel;human_machine;spencer_allen-finitedeer;False;47;0;0;0;24/09/2017;0
Cat and Fiddle;human_machine;spencer_allen-finitedeer;False;52;0;0;0;24/09/2017;0
Poosh in the Boosh;human_machine;spencer_allen-finitedeer;False;53;0;0;0;24/09/2017;0
Bunny Teeth;human_machine;spencer_allen-finitedeer;False;70;1;0;0;24/09/2017;0
Ice African;icebraker;-;False;315;7;0;5;23/01/2015;5
Tribal Funk;icebraker;-;False;852;10;0;7;23/01/2015;1
STASH2STASH (Icebraker Single feat. Uncle Urkel);icebraker;-;False;326;3;0;1;23/01/2015;0
Jwr - The Last Drive (Icebraker Remix);icebraker;-;False;304;6;0;4;23/01/2015;4
Legitimize Experiment;icebraker;-;False;649;17;0;2;23/01/2015;3
Ajuni;icebraker;wiplo;False;210;2;0;4;23/01/2015;3
Gumdrops;IScreamedWolf;feewet;False;202;8;0;2;23/01/2016;0
Jersey;ivvn;leukos;False;10;5;0;0;23/01/2015;0
Jersey;ivvn;leukos;False;9;8;0;0;23/01/2015;0
Decibel Musical Shares;ivvn;-;False;3;3;2;0;23/01/2015;0
Ain't No Tellin' (Prod. by Jaae Kash);JaaeKashProduktions;-;False;999;60;0;7;02/01/2018;0
J roc's rap work;jacob_hall_420_cg;-;False;164;3;0;2;22/01/2017;0
Jauz - Goodies Open Project;jauz;brett;False;22899;4528;0;382;22/01/2017;25
Rap Project;Jaxx_Styles;-;False;855;28;0;2;26/06/2017;0
Heathens (Orchestral Edit);Jaxx_Styles;-;False;217;23;0;4;24/09/2017;0
Rap Project #2;Jaxx_Styles;-;False;1162;43;0;2;23/11/2017;0
Weed Smoking Cronies;jeffreyemilio;wiplo-dadewoyin-ViKO;False;114;0;0;1;23/01/2015;0
Round 3 - Julian Gray - Collab Alliance;jgfresh1997;-;False;274;26;0;6;22/01/2017;1
Ableton Live Intro Project - Revision 1;jgfresh1997;-;False;237;28;1;0;22/01/2017;0
SPLICE TEAM 1;jinks;themetabeing-phiunit-cousincole;False;425;29;0;0;23/01/2014;1
THIR$TY;jinks;-;False;1477;78;1;5;23/01/2014;4
Figure & Dirty Deeds - Creature from the Black Lagoon (JINKS Remix);jinks;-;False;3711;251;0;43;23/01/2015;1
JINKS - BADLANDS // Welcome to Dystopia;jinks;-;False;129;7;0;2;23/01/2016;0
JINKS - EXILE // Welcome To Dystopia;jinks;-;False;114;6;0;1;23/01/2016;0
JINKS - BOOMTOWN // Welcome To Dystopia;jinks;-;False;321;12;0;6;23/01/2016;0
Fantasia;johngutowski;-;False;457;27;0;12;23/01/2015;7
Meiko;johngutowski;brett-croe-phiunit-neil-marsattacks-s4rus-shines-seanmcverry-thoumaestro-galactronics-acemo-willmcneilly-jakubciupinski;False;539;19;0;16;23/01/2015;9
Pearls;johngutowski;-;False;153;6;0;5;23/01/2015;4
Collab Alliance - Season 1 Episode 5 (JohnMiller);JohnMillerProductions;kjsawka-multiplier-mrbillstunes-jgfresh1997-slynk-seamlessr-tomcosm;False;2791;70;1;17;22/01/2017;2
Sudden Feeling;Joinas2;bretsil;False;157;8;0;6;25/08/2017;0
The Sequence;Joinas2;-;False;119;5;0;5;25/08/2017;0
The Joy of Racks - HAAS Rack;joshspoon;marsattacks;False;1179;42;0;2;23/01/2015;4
Alright Alright Alright;joshspoon;greaterthanzero-whqles-5ammusic-sydeshow;False;42;1;0;1;23/01/2015;1
VolumeShaper 3 Demo;jtrick;-;False;6420;248;0;46;23/01/2015;4
Let Go;juronomo;-;False;677;56;0;11;23/01/2014;9
Fantasia - Kiinetiic X Juronomo;juronomo;-;False;714;40;0;10;23/01/2015;3
Coldplay - Every Teardrop is a Waterfall (Exploratio X Juronomo Remix);juronomo;exploratio;False;1595;96;0;21;23/01/2015;1
Chase and Status - Time (Exploratio X Juronomo Remix);juronomo;exploratio;False;5998;316;1;52;23/01/2015;9
[WIP] Whip That Hair (Exploratio X Juronomo);juronomo;exploratio;False;1918;71;0;31;23/01/2015;8
3lau - How You Love Me (Exploratio X Juronomo Remix);juronomo;exploratio;False;1629;80;0;25;23/01/2015;5
A Random Banger (Version 2);juronomo;-;False;2498;108;0;24;23/01/2015;6
Juronomo & Specific Islander - Get Up;juronomo;-;False;2179;153;0;27;23/01/2015;8
Sampling Chords;juronomo;marsattacks;False;2414;156;0;22;23/01/2015;10
Hive Mind;juronomo;-;False;703;33;0;19;23/01/2015;6
Mission to Europa;juronomo;-;False;589;32;0;5;23/01/2015;5
Hard Bard;juronomo;-;False;3437;127;0;33;23/01/2015;15
SobbinBlues;justinasher;joshspoon-neil-adamflorin-sanderowen-simbalic;False;135;7;0;0;23/01/2014;2
Kavii - Mercury Future Bass Ableton Live 9 Project;Kavii;-;False;3046;266;0;24;22/01/2017;0
The Chainsmokers - Closer (AAS REMAKE);Kavii;-;False;3245;323;0;27;26/06/2017;0
KHALS - Void (Original Mix);Khals;-;False;1872;44;0;7;23/01/2015;1
Knife Party - Fire Hive (KHALS);Khals;-;False;6342;333;0;40;23/01/2015;5
KHALS-TSUNAMI 2;Khals;-;False;267;12;0;2;23/01/2015;1
Martin Garrix & Tiësto - The Only Way Is Up (KHALS);Khals;-;False;2524;139;0;15;23/01/2015;2
Sonder (Original Mix);killerkrazzy;-;False;1601;178;0;29;23/01/2016;2
KJ Sawka Monster Feat. Emilia Sosa;kjsawka;-;False;399;18;0;7;27/04/2017;2
KJ Sawka - Running Away Feat. Emilia Sosa Session;kjsawka;-;False;202;13;0;7;27/04/2017;3
KJ SAWKA 40x40x40 Demo song (Wild Fire);kjsawka;-;False;24;16;0;0;23/01/2014;0
KJ SAWKA 40x40x40 Demo song (Wild Fire);kjsawka;-;False;344;14;0;1;23/01/2014;0
KJ SAWKA 40x40x40 Demo song (Wild Fire);kjsawka;-;False;301;8;0;0;23/01/2014;0
KJ SAWKA 40x40x40 Demo song (Wild Fire);kjsawka;-;False;344;20;0;0;23/01/2014;0
KJ SAWKA 40x40x40 Demo song (Wild Fire);kjsawka;-;False;4552;693;5;15;23/01/2014;16
KJ SAWKA 40x40x40 Sample Pack;kjsawka;-;False;1833;291;0;12;23/01/2014;0
KJ SAWKA 40x40x40 Demo song (Wild Fire);kjsawka;-;False;13414;644;0;83;23/01/2015;13
Collab Alliance KJ Turn;kjsawka;-;False;195;16;1;8;22/01/2017;0
KJ Sawka The Time Has Come Session;kjsawka;-;False;8070;486;0;111;22/01/2017;11
KJ Sawka - Face Crack Session;kjsawka;-;False;300;33;0;10;28/03/2017;1
Wes Walker & Dyl - Jordan Belfort (Komodo Trap Remix);Komodo;-;False;183;7;0;4;23/01/2016;0
The Chainsmokers - Roses (Full FL Studio Remake);Komodo;-;False;9958;835;0;77;23/01/2016;2
The Chainsmokers - Don't Let Me Down (Full FL Studio Remake);Komodo;-;False;7854;868;0;78;23/01/2016;6
KSHMR - Wildcard (Mesto Style - Template to Follow);Komodo;-;False;478;29;0;9;23/01/2016;2
Justin Bieber - What Do You Mean [Unofficial Stems From My Remake];Komodo;-;False;1583;211;0;9;22/01/2017;7
Curbi - Triple Six;Komodo;-;False;888;70;0;12;22/01/2017;0
Yellow vs. Don't Let Me Down (The Chainsmokers Mashup) [KUSA Reboot];Komodo;-;False;451;40;0;8;22/01/2017;0
Justin Bieber - What Do You Mean [Full FL Studio Remake];Komodo;-;False;1668;156;0;15;22/01/2017;0
Porter Robinson - Flicker Unofficial Stems (Download in Description);Komodo;-;False;476;66;0;4;22/01/2017;0
Can't Fight Love Yourself (KUSA Mashup) - DJ Snake x Justin Bieber x Quintino x Cheat Codes;Komodo;-;False;184;17;0;3;22/01/2017;0
KUSA Christmas Mashup Pack;Komodo;-;False;248;9;0;3;22/01/2017;0
Moksha (FL Studio Template - Coming Soon - KSHMR Style);Komodo;-;False;203;7;0;0;22/01/2017;0
The Chainsmokers - Something Just Like This Drop Stems;Komodo;-;False;7472;817;1;39;22/01/2017;0
I Shelter Small Sins (KUSA Mashup) - Porter Robinson x Madeon x Panic At The Disco x Blink-182;Komodo;-;False;274;15;0;9;27/04/2017;0
Future - Mask Off (FL Studio Full Remake + Stems);Komodo;-;False;5988;704;0;55;26/07/2017;7
Fall Apart - For Splice;krane;-;False;25643;5453;5;319;22/01/2017;34
graves & KRANE - Spells feat. Blake Skowron (Ableton Live Project);krane;wearegraves;False;52428;21802;5;731;28/03/2017;228
KSHMR & DallasK - Burn;kshmr;dallask;False;108295;14367;6;1482;23/01/2015;72
KSHMR & Bassjackers ft. Sirah - Memories (Drop);kshmr;Bassjackers;False;71125;9958;4;670;23/01/2016;31
Touch (VIP Remix);kshmr;-;False;37368;5271;5;475;23/01/2016;22
Sounds of KSHMR Vol. 2 (Ableton);kshmr;-;False;23282;3048;2;259;23/01/2016;12
Symphony - Hybrid Serum Soundset;kshmr;-;False;11282;853;0;134;26/06/2017;8
Remix Request;laylae;themetabeing-danibosco;False;156;13;0;0;23/01/2014;0
Jupiter;LeglessBoxer;-;False;155;4;0;2;23/01/2015;0
Love's Trap;LeglessBoxer;-;False;710;39;0;6;23/01/2016;3
Nanu Nanu - Pocket of Gold (LeglessBoxer's Remix);LeglessBoxer;-;False;282;2;0;2;23/01/2016;0
Rave;leshouze;kshmr;False;13642;747;0;134;23/01/2015;8
Sequence (Original Mix) [OLD];lockyn;-;False;197;27;0;7;23/01/2015;6
LONGBOARDGREEN-WHATHESAIDNIGGA;LONGBOARDGREEN;-;False;52;0;0;0;23/11/2017;0
LONGBOARDGREEN-BONELESSPIZZA;LONGBOARDGREEN;-;False;34;0;0;1;23/11/2017;0
LONGBOARDGREEN-KEEPFAITHINURSELF;LONGBOARDGREEN;-;False;12;0;0;0;23/11/2017;0
LONGBOARDGREEN-STORMYTHOUGHTS;LONGBOARDGREEN;-;False;19;0;0;0;23/11/2017;0
Splice 2;lustalife;capcom-splicenyc;False;1;2;0;0;23/01/2015;0
Pala - Lift Off (Lyzn Line Remix);Lyzn-Line;PALAsoundstudio;False;434;16;0;7;24/09/2017;2
Pala - Locked Down (Lyzn Line Remix);Lyzn-Line;PALAsoundstudio;False;1067;37;0;12;24/09/2017;0
Baby's First Hit;lzax;-;False;251;2;0;1;22/01/2017;0
Carly Rae Jepsen - I Really Like You (Robbie Searles Cover);m3t1;-;False;118;2;0;2;23/01/2016;0
Ariana Grande - Break Free (Robbie Searles & Indigo Lani Cover);m3t1;-;False;280;5;0;0;23/01/2016;0
Shawn Mendes - Stitches (Metal Cover ft. Indigo Lani);m3t1;-;False;491;39;0;4;23/01/2016;1
Slipknot - People=Shit/Disasterpiece (Cover);m3t1;-;False;349;34;0;2;22/01/2017;0
That Poppy - Lowlife (Metal/Djent Cover ft. Indigo Lani);m3t1;-;False;558;44;0;4;22/01/2017;0
I, The Creator Cover;m3t1;-;FALSE;89;5;0;1;23/01/2015;0
Crossing Field Cover;m3t1;-;False;175;12;0;6;23/01/2015;0
Cursing Akhenaten Cover;m3t1;-;False;512;30;0;7;23/01/2016;0
face de bouc;m4m;-;False;2;0;0;0;08/01/2018;0
noel 2017;m4m;-;False;4;0;0;0;08/01/2018;0
doom drone;m4m;-;False;2;0;0;1;08/01/2018;0
jizzblaster;m4m;-;False;2;0;0;0;08/01/2018;0
voodoo sunday;m4m;-;False;3;0;0;0;08/01/2018;0
nirvanesque;m4m;-;False;7;0;0;0;08/01/2018;0
sleeping sun;m4m;-;False;6;0;0;0;08/01/2018;0
slow and low;m4m;-;False;7;0;0;0;08/01/2018;0
drone o 1 iphone;m4m;-;False;6;0;0;0;08/01/2018;0
prog;m4m;-;False;13;0;0;0;08/01/2018;0
dronetest;m4m;-;False;12;0;0;0;08/01/2018;0
garbage;m4m;-;False;29;0;0;0;08/01/2018;0
metaux;m4m;-;False;31;1;0;0;08/01/2018;0
snowpocalypse II;m4m;-;False;46;0;1;0;14/01/2018;0
The Weeknd - Prisoner Ft. Lana Del Rey (WØHL Flip);Maidden;Daitshi;False;5447;380;0;67;23/01/2016;1
Calvin Harris - Outside ft. Ellie Goulding (Maidden Remix);Maidden;-;False;1800;88;0;24;23/01/2016;1
Rain Man Feat. OLY - Bring Back The Summer (LZRD & Maidden Remix);Maidden;-;False;1781;208;0;40;23/01/2016;1
Faith;markokoh;seap-adamflorin-moongiia-hiko;False;35;0;0;0;23/01/2015;0
DancehallToMars;marsattacks;dadewoyin-jeffreyemilio-ViKO;False;252;2;0;1;23/01/2015;2
Spliced Experiment;marsattacks;-;False;145;9;0;0;23/01/2015;0
Spliced MIDI Challenge;marsattacks;-;False;122;13;0;0;23/01/2015;0
new bigroom track open for colab;martintime;-;False;617;15;0;3;23/01/2015;0
Martin Time Vs. Fifth Harmony Ft. Kid Ink - Worth It (Martin Time Moombah Remix);martintime;-;False;724;52;0;6;23/01/2016;0
dikke shit ouwe;martintime;-;False;209;2;0;0;23/01/2016;0
My ABLETON default starting Template;martintime;-;False;271;32;0;1;23/01/2016;0
The EDM Colaboration Project;martintime;-;False;291;3;0;1;24/10/2017;0
Untitled Project (1);MatiasApril;-;False;67;1;0;2;23/01/2016;0
Matias April - Beautiful Black (*DROP*);MatiasApril;fomil;False;595;8;0;2;23/01/2016;0
Matias April - Beautiful Black (Original mix);MatiasApril;-;False;236;7;0;2;23/01/2016;1
Martin Garrix - Poison (Matias April remake);MatiasApril;-;False;347;11;0;2;23/01/2016;0
apr-09;mattetti;greaterthanzero-joshspoon-spencer_allen-neil-adamflorin;False;121;2;0;0;23/01/2014;2
ke;mattetti;katrinaowen;False;250;9;1;1;23/01/2014;1
Hackathon;matth;themetabeing-endlessspace-andy-dysrupt;False;95;3;0;0;23/01/2014;0
Meeshanth & Maxwatts GPS LOL;maxwatts;meeshanth;False;206;1;0;0;22/01/2017;0
MAKE THIS SONG EDM;meeshanth;-;False;2429;160;4;28;24/09/2017;5
2:35am;mikhail;-;False;149;5;0;1;23/01/2015;0
the edge;mikhail;-;False;668;40;0;8;23/01/2015;2
VOID;mikhail;-;False;329;9;0;5;23/01/2016;0
bleep bleep;mikhail;-;False;1110;16;1;3;23/01/2016;0
denial;mikhail;-;False;766;49;0;6;23/01/2016;0
Eivissa;mikhail;arewholee;False;1084;110;1;27;23/01/2016;0
sdfdsa;mimart;-;False;57;1;0;3;23/01/2015;3
kjhsfdjshkfj;mimart;-;False;24;0;0;0;23/01/2016;0
kjhsfdjshkfj;mimart;-;False;38;0;0;0;23/01/2016;0
Moby - Like A Motherless Child;moby;-;False;9956;929;7;73;05/01/2018;28
automatixxxx;MoervinUrban;-;False;161;6;0;2;22/01/2017;0
1702#2;MoervinUrban;-;False;217;13;0;7;22/01/2017;0
hard tech #43;MoervinUrban;-;False;319;27;0;4;28/03/2017;0
511;MoervinUrban;-;False;316;4;0;4;24/10/2017;0
HORIZON;MoervinUrban;-;False;423;6;0;3;23/11/2017;0
DIS IS RIDDDDDIMM;MoervinUrban;-;False;318;14;0;2;23/11/2017;0
DEEP HOUSE BOOTLEG MASHUP KONGOOO;MoervinUrban;-;False;195;7;0;3;23/11/2017;0
Trap is cancer;MoervinUrban;-;False;1187;71;0;11;23/12/2017;1
trompetenscheiss #2;MoervinUrban;-;False;91;1;0;0;23/12/2017;0
I WOULD RUN UPONDEM (Hybrid Trap);MoervinUrban;-;False;138;3;0;1;03/01/2018;0
trap is cancer #3;MoervinUrban;-;False;145;4;0;1;16/01/2018;0
Dark Splice Nights;moongiia;seap-adamflorin-markokoh-hiko;False;180;3;0;3;23/01/2015;0
Dark Splice Nights;moongiia;seap-adamflorin-markokoh-hiko;False;327;4;0;4;23/01/2015;0
Saber;Moonlapse;-;False;613;23;0;8;23/01/2015;3
Open Heart ft Lissie;morganpage;-;False;10694;1116;2;132;23/01/2015;12
Alonso Morgan Page Spire Soundset (Song Demo);morganpage;brett-alonsosound;False;657;48;0;6;23/01/2016;1
