Title;Author;Co-Author;IsSpliced;Plays;Splices;Released Splices;Likes;Date;Comments
Learn with Splice: Ultrabeat Sequencer;mpigsley;youngtrane-marsattacks;False;322;28;0;1;23/01/2015;0
Learn with Splice: Ultrabeat Kick Synthesis;mpigsley;youngtrane-marsattacks;False;171;15;0;0;23/01/2015;0
Learn with Splice: Ultrabeat Snare Synthesis;mpigsley;youngtrane-marsattacks;False;201;7;0;0;23/01/2015;0
Deck The Halls (Mr. Bill ReInterpretation);mrbillstunes;brett;False;3042;144;0;24;23/01/2015;1
Part 1 - Resampling;mrbillstunes;brett;False;1144;201;0;20;23/01/2015;1
Part 2 - Audio Editing & Manipulation;mrbillstunes;brett;False;503;150;0;11;23/01/2015;0
Part 3 - Orgasation, Sound Design vs Arrangement Sessions & Final Editing;mrbillstunes;brett;FALSE;730;173;0;14;23/01/2015;0
Collab Alliance - Session 1 (Mr. Bill);mrbillstunes;multiplier-jgfresh1997-slynk;False;728;80;0;8;23/01/2016;1
Mr. Bill & Circuit Bent - Midichondria;mrbillstunes;CircuitBent;False;8710;532;1;57;22/01/2017;7
next level beat [The Collab Project];multiplier;-;False;520;27;0;3;23/01/2016;0
serum bass [The Collab Project];multiplier;-;False;471;19;0;2;23/01/2016;0
for lack of a kick drum [The Collab Project];multiplier;-;False;359;3;0;1;23/01/2016;0
Tropical House [The Collab Project];multiplier;-;False;795;18;0;6;23/01/2016;0
Twerk Beat [The Collab Project];multiplier;-;False;627;19;0;3;23/01/2016;0
Schrute [The Collab Project];multiplier;-;False;462;11;0;2;23/01/2016;0
Aggro Beat [The Collab Project];multiplier;-;False;755;46;0;6;23/01/2016;0
This Right Here [The Collab Project];multiplier;-;False;661;21;0;3;23/01/2016;2
Carnival Rave [The Collab Project];multiplier;-;False;2417;80;0;10;23/01/2016;1
Airplane Beat [The Collab Project];multiplier;-;False;1315;49;0;12;23/01/2016;0
moombah [The Collab Project];multiplier;-;False;1376;37;0;2;23/01/2016;2
CircusMusik [The Collab Project];multiplier;-;False;1549;55;0;10;23/01/2016;0
Collab Alliance - Session 1 Episode 3 (Multiplier);multiplier;-;False;941;33;0;2;23/01/2016;2
Neso - When I'm With You (Free Download on SOUNDCLOUD);N3S0;-;False;4058;198;1;55;27/04/2017;1
RYDER - Pretty Little Gangster (Neso remix);N3S0;-;False;630;39;0;10;27/05/2017;0
Neso - Ballerina;N3S0;-;False;507;49;0;9;27/05/2017;0
Desirée Dawson - Wild Heart (Neso Remix);N3S0;-;False;390;13;0;2;26/06/2017;0
Neso - Only U;N3S0;-;False;4467;352;0;55;24/09/2017;1
Nathonisme - My Time;Nathonisme;-;False;39;0;0;1;25/08/2017;0
KSHMR, JDG, Mariana Bo - Kolkata (Nathonisme Remix);Nathonisme;-;FALSE;82;2;0;2;24/09/2017;0
Nathonisme - Fantastic Festival;Nathonisme;-;False;30;0;0;1;24/10/2017;0
Alan Walker - All Falls Down (feat Noah Cyrus and Digital Farm Animals) (Nathonisme and Mahditer Remix);Nathonisme;-;False;57;5;0;2;23/11/2017;0
Pay the Piper;nebyoolae;gato007-septacom-Rockin_Rusty;False;317;3;0;0;22/01/2017;0
Get Ready;neil;mattetti-greaterthanzero-joshspoon-spencer_allen-adamflorin;False;117;5;0;0;23/01/2014;4
Blank project;neil;-;False;8;1;0;0;23/01/2015;0
wednesday;nickgordon;mattetti-aylen-brett-sneamonitakis;False;0;3;0;0;23/01/2014;1
Polyester;notoriousb;ruidasilva-amentia-armenio;False;127;4;0;3;23/01/2015;3
Nitro Fun - Fading Away (Ocean Rift Remix);OceanRift;-;False;105;3;0;0;23/01/2016;0
Julia Lös & Omega9 - I Carry Your Heart With Me;omega9;-;False;106;3;1;1;23/01/2016;0
Calvin Harris-Outside-Hopewell Progressive House Remix;omid;hardwell-dashberlin-calvinharris;False;462;11;0;2;23/01/2015;0
Felix Cartal- Ready For Love (Chill Remix);omid;-;False;212;2;0;0;23/01/2015;0
need somebody to collab;othim;-;False;111;3;0;0;23/01/2016;0
Atlantis;othim;-;False;97;2;0;1;23/01/2016;0
Somthing i made a long time ago ._.;othim;-;False;211;5;0;3;23/01/2016;0
Collab wanted :3;othim;-;False;338;18;0;5;22/01/2017;2
Bridgit Mendler - Atlantis (Lucien rmx);othim;-;False;127;14;0;0;22/01/2017;0
Hello Splice;OtovDohued;-;False;525;6;0;12;25/08/2017;32
Nobody Else;PALAsoundstudio;-;False;2844;168;5;37;26/06/2017;17
Stay Over;PALAsoundstudio;-;False;2334;118;0;36;26/06/2017;8
Not Broken;PALAsoundstudio;-;False;2892;202;1;46;26/06/2017;9
Invincible - PALA;PALAsoundstudio;-;False;2220;89;1;29;26/06/2017;3
Lift Off - PALA;PALAsoundstudio;-;False;4376;205;1;40;26/07/2017;11
Locked Down;PALAsoundstudio;-;False;7825;531;2;106;26/07/2017;6
Just Talk;PALAsoundstudio;-;False;3875;205;1;50;25/08/2017;5
Inside, The Rhythm (Full Tracks + Stems);panicbomber;-;FALSE;6748;53;0;17;23/01/2015;2
Sine Trip (Sketch);paulzzz;-;False;61;2;0;1;23/01/2015;1
Pegboard Nerds - End Is Near (Stems);pegboardnerds;-;False;12573;2623;3;294;23/01/2016;11
Pegboard Nerds - Downhearted (Stems);pegboardnerds;-;False;9609;1677;2;159;23/01/2016;13
Pegboard Nerds - Just Like That (Stems);pegboardnerds;-;False;12412;1999;3;183;23/01/2016;7
Pegboard Nerds - Emoji (Stems);pegboardnerds;-;False;11041;2260;3;182;23/01/2016;6
Pegboard Nerds - Pink Cloud (Stems);pegboardnerds;-;False;5156;1061;0;96;23/01/2016;5
Pegboard Nerds & NGHTMRE - Superstar (Feat. Krewella);pegboardnerds;nghtmre;False;23010;5278;0;370;22/01/2017;30
Burt Fonix;phiunit;burtfox;False;73;4;1;3;23/01/2015;0
OKAYYYYYYY;phiunit;duckhunter-brett-croe-johngutowski-s4rus;False;116;2;0;2;23/01/2015;0
musical shares feb 26th;phiunit;themetabeing-cousincole-jinks;False;69;3;0;0;23/01/2014;0
dumbo riddim;phiunit;brett-cainenovak;False;187;6;0;0;23/01/2014;1
Calvin Harris Pluck;piXXelOfficial;-;False;4772;134;0;21;23/01/2016;1
Progressive House Drop;piXXelOfficial;-;False;7367;163;1;29;23/01/2016;2
Epic Werewolf;piXXelOfficial;-;False;269;4;0;1;23/01/2016;0
piXXel - Blue Sky;piXXelOfficial;-;False;2772;132;2;27;23/01/2016;1
piXXel - ID (Collab / Remix Contest);piXXelOfficial;-;False;4869;151;4;25;23/01/2016;5
piXXel - Forever (STEMS);piXXelOfficial;-;False;2450;133;0;15;22/01/2017;1
piXXel - Future Bass (REMIX CONTEST);piXXelOfficial;-;False;13579;650;0;68;22/01/2017;19
piXXel - Armageddon (STEMS);piXXelOfficial;-;False;13881;313;1;57;27/04/2017;8
pretty girls;piXXelOfficial;-;False;7734;269;2;42;24/10/2017;7
Stache Commander for SPLICE;professor_bombay;andy;False;69;6;1;1;23/01/2015;2
Generic MPC beat;professor_bombay;andy;False;198;5;0;3;23/01/2015;0
Welcome Back to the Machine;professor_bombay;andy;False;65;0;0;1;23/01/2015;1
Intensify;PsychicFlash;DCMG;False;2107;37;0;4;22/01/2017;0
Impact - BLNE & DCMG-R;PsychicFlash;DCMG;False;755;14;0;6;22/01/2017;0
Redemption - BLNE;PsychicFlash;-;False;41;1;0;1;22/01/2017;0
Alan Walker - Sing Me To Sleep (BLNE & Frose Remix);PsychicFlash;AustinLoo;False;3142;181;0;39;22/01/2017;0
TheBigSneeze;qatester;-;False;139;5;1;8;23/01/2015;0
Orchestra (Trap Beat);RabiAndrew;-;False;728;18;0;8;27/04/2017;1
LIFETIME;RabiAndrew;-;False;91;2;0;2;27/04/2017;0
Elevateor;RabiAndrew;-;False;100;5;0;0;27/05/2017;1
Dark Piano Loop with Simple Beat;RabiAndrew;-;False;975;92;0;14;27/05/2017;2
They're Here (UNFINISHED);RabiAndrew;-;False;226;4;0;4;27/05/2017;3
You You You (UNFINISHED);RabiAndrew;-;False;199;4;0;2;26/06/2017;0
You You You;RabiAndrew;-;False;214;10;1;5;26/06/2017;2
Dark Rap Beat (stems included);RabiAndrew;-;False;818;47;0;7;26/06/2017;1
Going Insane;RabiAndrew;-;False;248;8;0;1;26/07/2017;0
A team Remake;RabiAndrew;-;False;226;9;0;1;26/07/2017;0
Two Trap/Dubstep Drops (NEED COLLABORATORS!!!);RabiAndrew;-;False;827;32;0;6;25/08/2017;2
LoFi Beat (Feat. Shilohdynasty);RabiAndrew;-;False;4217;225;0;49;24/09/2017;1
Its a good life (UNFINISHED#1);RabiAndrew;-;False;349;2;0;0;24/09/2017;1
Darkish Rap Beat (Work In progress);RabiAndrew;-;False;123;11;0;0;15/01/2018;0
Skrillex & Habstrakt - Chicken Soup (RALO Remix);ralo;-;False;402;51;1;7;27/05/2017;0
Luis Fonsi, Daddy Yankee - Despacito ft. Justin Bieber (RALO Remix);ralo;-;FALSE;634;87;0;4;26/06/2017;0
Splice Bot;rebase;-;False;891;43;0;6;23/01/2014;2
The Blob (Rebase Remix);rebase;mattetti;False;757;54;0;6;23/01/2014;3
Rebase - Donnie Darko;rebase;mimart-qatester;False;379;12;0;7;23/01/2015;1
Reez - Faked;Reez;-;False;298;4;0;1;23/01/2016;0
Die Antwoord - DIZ IZ WHY I'M HOT (reez remix);Reez;-;False;333;18;0;4;23/01/2016;0
Exploring D16's Sigmund;reubenraman;youngtrane-mimart-Cuttle;False;158;2;0;0;23/01/2016;0
D16 Sigmud Part 2;reubenraman;-;False;94;2;0;0;23/01/2016;0
Waves H-Delay Vocal Demo;reubenraman;-;False;2152;37;0;5;23/01/2016;0
Coming soon.... Pt. 1;REV1VEDOfficial;-;False;316;18;0;4;23/01/2015;0
Coming soon.... Pt. 2;REV1VEDOfficial;-;False;132;9;1;4;23/01/2015;5
First Song On Album Possibly (Drop);REV1VEDOfficial;-;False;321;24;2;8;23/01/2016;5
Revolvr & Bass Kleph - Mile High (Original mix);revolvr;brett-basskleph;False;24724;1883;0;268;23/01/2015;23
is this real?;rickysee;-;False;205;11;0;7;22/01/2017;0
is this real rickysee original mix;rickysee;-;False;108;7;0;1;22/01/2017;1
is this real? rickysee mix;rickysee;-;False;169;10;0;3;22/01/2017;0
night flight final;rickysee;supertoon-Maidden-Kavii;False;910;48;0;13;22/01/2017;1
"""Right Under my Nose""";rickysee;-;False;210;12;0;8;22/01/2017;0
burning building;rickysee;-;False;445;37;0;7;28/03/2017;3
burning building prof solo;rickysee;-;False;187;15;0;2;27/04/2017;0
Silly Dreams;rickysee;-;False;399;33;0;10;27/04/2017;0
SECRETS;rickysee;-;False;1431;67;0;27;27/05/2017;6
Your scars are Beautiful;rickysee;-;False;511;55;0;9;26/06/2017;0
The Darkness;rickysee;supertoon-N3S0-Chadsab100;False;528;20;0;12;26/07/2017;2
Conveniently Lost;rickysee;-;False;550;43;0;10;24/09/2017;0
livin a dream flat 1;rickysee;-;False;282;20;0;2;24/09/2017;0
FREAK;rickysee;-;False;341;21;0;3;28/12/2017;1
RicSplicer - TechnoSplice 001;ricsplicer;mattetti-mimart;False;256;13;0;1;23/01/2015;0
RicSplicer - TechnoSplice 002;ricsplicer;-;False;173;1;0;1;23/01/2015;0
RicSplicer - TechnoSplice 002;ricsplicer;-;False;5;1;0;0;23/01/2015;0
RicSplicer - TechnoSplice 002;ricsplicer;-;False;55;1;0;1;23/01/2015;0
RT;robbyt;duckhunter-iamchrisle;False;37;1;0;2;23/01/2015;0
hotpotato;robbyt;duckhunter-dmillz-phiunit-adamcollins;False;30;3;0;0;23/01/2014;0
Orange - ROYLE;ROYLE;-;False;2350;48;0;8;24/10/2017;0
shhh - ROYLE;ROYLE;-;False;1046;9;0;6;24/10/2017;0
30k! - ROYLE;ROYLE;-;False;1508;15;0;10;24/10/2017;0
Techno heaven - ROYLE;ROYLE;-;False;435;16;0;7;23/11/2017;1
Red - ROYLE;ROYLE;-;False;214;2;0;4;23/11/2017;1
Fire Up - Instrumental Mix - ROYLE;ROYLE;-;False;116;5;0;4;23/12/2017;0
Fire Up - ROYLE - Original Mix;ROYLE;-;False;227;7;0;7;23/12/2017;0
EDM thingy;ROYLE;-;False;3533;161;0;17;23/12/2017;4
Best of ROYLE - 2017 - Year mix;ROYLE;-;False;146;0;0;5;23/12/2017;0
Take me Away - Martin Time & ROYLE;ROYLE;martintime;False;1912;61;0;16;02/01/2018;4
Aviciim - ROYLE;ROYLE;-;False;413;3;0;7;09/01/2018;1
awsemeomsoms wip;ROYLE;-;False;430;2;0;3;19/01/2018;1
TOBU Style track - (ROBU) w/ stems;ROYLE;-;False;405;0;0;4;20/01/2018;2
Before Waking (E. Hein Remix);rprecht;-;False;182;2;0;0;23/11/2017;0
Cityscape (Ethan Hein Remix);rprecht;-;False;117;1;0;0;26/07/2017;0
Benny Carter Etude (Ethan Hein Remix);rprecht;-;False;164;0;0;2;26/07/2017;0
Reminiscence (Ethan Hein Remix);rprecht;-;False;174;5;0;0;25/08/2017;0
Bulgarian Voices Mix (Ethan Hein Remix);rprecht;-;False;148;3;0;1;24/09/2017;0
New York at Night (Ethan Hein Remix);rprecht;-;False;168;1;0;1;24/09/2017;0
Confection;rprecht;-;False;96;4;1;2;24/10/2017;0
Ping;rprecht;-;False;94;1;0;0;24/10/2017;0
Tune;rprecht;-;False;108;0;0;0;24/10/2017;0
Arriving;rprecht;-;False;109;2;1;0;24/10/2017;0
Chimes;rprecht;-;False;102;0;0;0;24/10/2017;0
Chimes (Remastered);rprecht;-;False;117;2;0;0;24/10/2017;0
Gospel Song (Original Mix);rprecht;-;False;132;2;0;0;23/11/2017;0
Event Horizon Missing Beats Remix;ruidasilva;-;False;3081;208;0;41;23/01/2015;12
NL;rxc17;smart-mattetti-neil;False;0;6;0;0;23/01/2014;1
the_splice_meeters;sanderowen;greaterthanzero-joshspoon-adamflorin-simbalic-justinasher;False;72;1;0;0;23/01/2014;0
hold me;Satiso;-;False;2865;266;1;71;23/11/2017;2
Not Quite Bigroom;satmass;bakir;False;182;19;0;3;23/01/2015;0
For Sale (All Rights Included);satmass;-;False;244;19;0;2;23/01/2016;4
For Sale (Electro House Trap Crossover) (All Rights Included);satmass;-;False;120;5;0;2;23/01/2016;0
Spider;sbcr;-;False;6967;538;0;112;23/01/2016;7
140 15;seamlessr;-;False;556;14;1;8;23/01/2015;3
Sound Design Requests 162015;seamlessr;-;False;699;37;0;3;23/01/2015;2
SeamlessR Learn With Splice 1 Subtractive;seamlessr;-;False;2649;161;0;15;23/01/2015;2
SeamlessR Learn With Splice 2 FM;seamlessr;-;False;738;71;0;2;23/01/2015;1
SeamlessR Learn With Splice 3 Additive;seamlessr;-;False;805;63;0;5;23/01/2015;1
Splice_Event_LA_SEAP;seap;adamflorin-markokoh-moongiia-hiko;False;0;1;0;0;23/01/2015;0
Splice_Event_LA_SEAP;seap;adamflorin-markokoh-moongiia-hiko;False;36;0;0;2;23/01/2015;1
Whats Wrong With Dance Music (Steve Albini)!;sebkon;-;False;165;4;0;4;23/01/2016;2
The Underground;sedadbk;-;False;324;11;0;3;23/01/2015;0
Like Gold;sedadbk;mattetti;False;1237;58;0;18;23/01/2015;5
musical bears;sedadbk;andy-sneamonitakis-marsattacks-bakir-pony;False;187;2;0;1;23/01/2015;1
Modular demo;sedadbk;duckhunter;False;89;2;0;3;23/01/2015;3
By The Seaside;sedadbk;jaclynperrone;False;210;2;0;3;23/01/2015;3
Blue Cat Audio Plugin Demo;sedadbk;-;False;93;2;0;0;23/01/2015;1
Voxengo Demo;sedadbk;-;False;7437;35;0;8;23/01/2015;1
Advent EP;sedadbk;-;False;213;8;0;4;23/01/2015;1
Bighorse - Icarus;sedadbk;pony;False;691;25;0;3;23/01/2016;0
Too good;sedadbk;judo;False;60;1;0;0;24/10/2017;0
Wayworn (Original Mix);sevanmusic;-;False;387;26;0;8;23/01/2015;1
BigRoom Project (Collab?);sevanmusic;-;False;7777;244;0;50;23/01/2016;8
Kodaks (feat. Noah) for Splice (Un-mastered);shagabond;-;False;8441;539;1;77;22/01/2017;5
records;sitex;-;False;7283;354;0;80;22/01/2017;4
Fireshot;sitex;-;False;6736;346;0;60;22/01/2017;3
I have been up too long;sitex;-;False;5548;305;0;97;28/03/2017;5
Sometimes I'm Happy;sitex;-;False;4920;191;1;59;27/05/2017;3
Dillon Francis - Say Less (ft.G-Easy) [SITEX Remix];sitex;-;False;3421;179;0;36;26/06/2017;3
Sitex - IKR Kill Me;sitex;-;False;2355;105;0;27;26/07/2017;6
sometimes im sad;sitex;-;False;1808;60;1;15;25/08/2017;2
try me ( OPEN COLLAB);sitex;-;False;5769;137;0;29;24/10/2017;3
Probably not;sitex;-;False;3772;145;0;31;23/01/2016;1
Deadmau5 & Kaskade - I Remember (Sitex Future Bass Remix);sitex;-;False;6430;320;0;107;22/01/2017;11
Seconded OPEN COLLAB;sitex;-;False;893;48;0;9;22/01/2017;0
Post Malone - I Fall Apart (Sitex Remix)(W/STEMS);sitex;-;False;3424;210;0;41;23/11/2017;0
Sitex & Jaams - Come Back(STEMS);sitex;-;False;473;16;0;5;23/12/2017;0
Graveyard Goth;slobatch;smart-alexdgoldberg;False;13;2;0;0;23/01/2015;0
Slumberjack - RA (Stems);Slumberjack;-;False;16890;2682;3;245;22/01/2017;12
Collab Alliance - Session 1 - Episode 2 (Slynk);slynk;-;False;631;53;0;8;23/01/2016;3
Badman;smart;-;False;111;1;0;2;23/01/2015;0
rapid potato;sneakychipmonk;sedadbk-lzax;False;67;1;1;1;22/01/2017;2
Hanging Temple;sneamonitakis;-;False;425;7;0;2;23/01/2014;0
Hanging Temple;sneamonitakis;-;False;549;17;0;3;23/01/2014;0
Seussical Mares;sneamonitakis;barbershreds-tholex-andy;False;161;6;0;4;23/01/2015;3
A Country Song (First Finished Song...) NEED VOCALS!;spacebug77;-;False;168;3;0;2;23/12/2017;0
Future Bass/Trap Thing;spacebug77;-;False;2990;128;0;18;23/12/2017;3
Random Shit;spacebug77;-;False;299;13;0;5;23/12/2017;0
LIT FUTURE BASS TRACK;spacebug77;-;False;431;15;0;5;11/01/2018;0
SambaIsh;spencer_allen;adamflorin;False;202;3;0;0;23/01/2014;0
Saturday Schmaturday;spencer_allen;patternbased;False;141;7;0;0;23/01/2014;1
Shiftless;spencer_allen;-;False;77;4;0;0;23/01/2014;1
NotQuiteWhiteWine;spencer_allen;mattetti-greaterthanzero-joshspoon-neil-adamflorin;False;121;6;0;1;23/01/2014;0
Pomme De Terrible;spencer_allen;mattetti-adamflorin;False;56;4;1;0;23/01/2014;0
30 Day Challenge Day 29, Mastering;splice;-;FALSE;420;77;0;12;22/01/2017;4
30 Day Challenge Day 30, Create a track from a vocal melody;splice;-;FALSE;364;66;4;9;22/01/2017;3
Sexual Healing Beat;splice;-;False;233;6;0;3;28/03/2017;0
Splice Trackathon 2017 Winning Track;splice;NoahMcGuire-Ltaylor107-matmatmatmat;False;252;14;0;11;27/04/2017;2
5 best free vst synth plugins demo project;splice;-;False;6487;78;0;20;26/06/2017;3
5 Best Free Reverb vst plugins demo project;splice;-;False;787;3;0;1;26/06/2017;0
5 Best Free Compressor VSTs;splice;-;False;837;4;0;2;26/06/2017;0
Beat Breakdown: Sexual Healing by Marvin Gaye;splice;-;False;789;75;0;9;25/08/2017;0
Beat Breakdown: Planet Rock by Afrika Bambaataa;splice;-;False;262;37;0;6;25/08/2017;0
Beat Breakdown: Love Lockdown by Kanye West;splice;-;False;533;38;0;4;25/08/2017;0
Stranger Things Arpeggio (7th Chord);splice;-;False;449;8;0;7;24/10/2017;0
Stranger Things Arpeggio (Triad);splice;-;False;426;6;0;3;24/10/2017;0
Jump Up Superstar!;splice;-;False;1246;24;0;8;23/11/2017;1
Animal Crossing: Pocket Camp (Main Theme);splice;-;False;884;21;0;5;23/11/2017;0
Creating a Drum Kit with Circle2;splice;-;False;259;5;0;2;23/12/2017;0
Spliced Weekly Challenge - July 24;splicedweeklychallenge;-;False;1156;89;5;7;23/01/2016;0
Spliced Weekly Challenge - July 30, 2015;splicedweeklychallenge;-;FALSE;711;40;1;3;23/01/2016;0
thisisnew;splicenyc;capcom-lustalife;False;5;2;0;0;23/01/2015;0
Lucida;splicestudios;-;False;256;9;0;4;23/01/2015;0
ADE_Ableton_DemoProject;splicestudios;duckhunter-ruidasilva-joma-determinators-spliceade-novationade-paulloraine-zaednaes-brianwichmann2010-mfwijsmuller-mswinck-simonkempner-leocacao-lucatesta-alexanderverrienti-zxilver-pedromartins-wertuals-eqlizion-thajay-dimitriveimar-anirudh-silky-geerten14;False;199;4;0;0;23/01/2015;0
ADE_Ableton_DemoProject;splicestudios;duckhunter-ruidasilva-joma-determinators-spliceade-novationade-paulloraine-zaednaes-brianwichmann2010-mfwijsmuller-mswinck-simonkempner-leocacao-lucatesta-alexanderverrienti-zxilver-pedromartins-wertuals-eqlizion-thajay-dimitriveimar-anirudh-silky-geerten14;False;145;7;0;0;23/01/2015;0
ADE_Ableton_DemoProject;splicestudios;duckhunter-ruidasilva-joma-determinators-spliceade-novationade-paulloraine-zaednaes-brianwichmann2010-mfwijsmuller-mswinck-simonkempner-leocacao-lucatesta-alexanderverrienti-zxilver-pedromartins-wertuals-eqlizion-thajay-dimitriveimar-anirudh-silky-geerten14;False;252;7;0;1;23/01/2015;0
ADE_Ableton_DemoProject;splicestudios;duckhunter-ruidasilva-joma-determinators-spliceade-novationade-paulloraine-zaednaes-brianwichmann2010-mfwijsmuller-mswinck-simonkempner-leocacao-lucatesta-alexanderverrienti-zxilver-pedromartins-wertuals-eqlizion-thajay-dimitriveimar-anirudh-silky-geerten14;False;671;33;0;5;23/01/2015;1
Richie Hawtin CNTRL Tour - Day 1 at Berklee College of Music;splicestudios;makadeli-divanov-vcrow-bcohen3-yungmang-bpershyn-a0wen-jordan_martin-KyleCovan-gleyzeddonut-brianraj-dalvarezdetoled-smashigian-pcalexander-AlanPrice123-cubecutter-riggedarcade-karun-KookyScientist-clarasinephro;False;537;19;0;5;23/01/2015;0
Richie Hawtin Presents CNTRL - Track Created by 130+ Visiting Guests at Splice Booth;splicestudios;suneth-slc-makadeli-johnvon-alexprosvirin-s4rus-mrcart3r-ignelzi-dragz1011-doorja-alyabji-deluga-twoplus-parties-pdxstudio-divanov-hartthorson-ibv-mattossentjuk-stevenwarner-christianjackson-alexnio-sndvljz-vcrow-steadystate-phlange-reaver-connerthomas-bcohen3-BrooksWayne-whoustian-MusicByBrooks-yungmang-bpershyn-a0wen-jordan_martin-KyleCovan-gleyzeddonut-brianraj-dalvarezdetoled-smashigian-pcalexander-AlanPrice123-cubecutter-riggedarcade-karun-KookyScientist-clarasinephro-treblekyle-nancydrew-joshholiday-LuisAscencio-Lushwork-spunkmyerr-paul-littleBits-giselle-andreib-danieln-calgarc-Roudy-Pocaille-julotbd-michelmoustache-Parazar-sipherdee-babslive-RyderHavdale-fitzgr-no1dinosaur-JustinJames-EmmaPace-paulquzz-HugoEncalada-kylenufrio-chornstar-ryangerada-tetapehta-mariotoronto-Kelmo-Enter_Entity-ohballski-addaudio-mtoush-zgruber-oddio-aerodroemme1-aerodroemme_sc-zohairmasood-zinn1031-hishamdahud-Serenity_music-djmeddle-Xminus1-questsonology-RichyRivera-marcellm-chandlerhicks08-shea53-wreckedem-JQuiros85-bisswill-Ablxade-Fauxfaux-mandigerami-BIVify-devinmenzies-JettGuerra-dharmatu-AstorAruba-blueMiki-omnom-bakhu-BenAbstrakt-joseph_caruso-equal-micahvallardsmith-Trovarsi-djkrza-lytmusic1225-solsticeson-Moose33-NikitaEntourage-Zeitu-jstrauss-edcosden-BSe7en-computo-bangingbeats-costav;False;1112;82;1;13;23/01/2015;4
Spatial Effects in Sound Design;splicetips;wiplo;False;536;12;0;2;23/01/2015;0
Tips & Tricks for Recording Your Band at Home.;splicetips;marsattacks;False;1227;53;0;4;23/01/2015;0
Introduction to Field Recording;splicetips;-;False;584;34;0;4;23/01/2015;0
Splice Tips: Creating 'Talking' Wobble Bass Sounds with Ableton Live;splicetips;-;False;1199;57;0;11;23/01/2015;0
Splice Tips: Inter-Application Audio Sampling;splicetips;-;False;362;10;0;5;23/01/2015;0
Using Stereo Delay Lines;splicetips;-;False;485;21;0;5;23/01/2015;0
Splice Tips: Tripletting Up the Timing with Brazzabelle;splicetips;-;False;611;14;1;3;23/01/2015;0
"Blending Genres in a Single Track - Figure and Dirty Deeds' ""The Blob""";splicetips;-;False;1166;70;0;16;23/01/2015;1
Splice - Cthulhu Template;splicetips;-;False;9448;50;0;2;23/01/2015;0
Waves SSL G Buss Comp vs Cytomic's The Glue;splicetips;-;False;2846;54;0;5;23/01/2016;1
Genre Focus - Reggae (Logic X);splicetips;-;False;902;47;0;4;23/01/2016;0
Genre Focus - Reggae (Ableton Live);splicetips;-;False;786;44;0;11;23/01/2016;0
Genre Focus - Funk (Logic X);splicetips;-;False;440;26;0;2;23/01/2016;0
Genre Focus - Funk (Ableton Live);splicetips;-;False;415;26;0;3;23/01/2016;0
Cinematic Packs;splicetips;-;False;726;40;0;3;23/01/2016;0
Red;stpinkie;-;False;156;12;0;6;23/01/2015;0
first eid kit;stpinkie;-;False;237;5;0;2;23/01/2015;2
Can U Feel It (Reloaded Remix);stpinkie;-;False;349;3;0;0;23/01/2015;0
su na - Tell Me (feat. Ravyn Lenae);suna;-;False;11477;1110;4;119;23/01/2016;10
Producing Future Beats;suna;-;False;9522;491;0;59;22/01/2017;8
Loopmasters_Deep House Starter;suneth;-;False;549;64;0;6;23/01/2015;0
Mashup Thing;supertoon;-;False;677;98;0;18;22/01/2017;2
Nothing Too Fancy;supertoon;-;False;542;27;0;4;22/01/2017;0
Too Comfortable (NRRD: LoZ Remix);supertoon;rickysee;False;225;8;0;4;22/01/2017;2
Zedd - Candyman (NRRD Remix);supertoon;-;False;1044;60;0;16;27/04/2017;1
Marshmello - Moving on (NRRD Remix/Remake);supertoon;-;False;536;58;0;7;27/04/2017;0
XO Tour Llif3 (NRRD Remix);supertoon;-;False;507;34;0;10;27/05/2017;0
XO Tour Llif3 [Chimmer Flip] (NRRD Remix);supertoon;Chimmer;False;2515;207;0;50;27/05/2017;0
Shelter/Sad Machine/Divinity/Pay No Mind;supertoon;-;False;534;48;0;6;27/05/2017;1
Pixel Empire;supertoon;-;False;416;22;0;12;26/07/2017;2
Haven't Moved On;supertoon;-;False;738;39;0;13;25/08/2017;1
Progressive House;sydeshow;-;False;839;26;0;2;23/01/2014;2
Gamelan;sydeshow;-;False;83;2;0;1;23/01/2014;0
Vinchi (Original Mix);Tanzil;-;False;118;4;0;0;23/01/2016;0
Mays-Hottest-HouseMix;TFigz;-;False;260;2;0;1;27/05/2017;1
TFIGZ-BEST OF TRAPHIPHOPBASSDUBSTEP MIX;TFigz;-;False;303;8;0;1;24/10/2017;0
T.Figz -Animal Cookies;TFigz;-;False;770;51;0;7;22/01/2017;1
T.Figz- Strawberry stardust(Original Mix);TFigz;-;False;496;18;0;3;22/01/2017;1
T.Figz- Gelato ( Trap Instrumental);TFigz;-;False;709;8;0;1;22/01/2017;1
T.Figz- West Coast Trap;TFigz;-;False;1464;49;0;7;22/01/2017;1
House Music 2016;TFigz;-;False;385;6;0;1;22/01/2017;0
T.Figz-Side Hustle;TFigz;-;False;390;6;0;2;22/01/2017;1
New ElectroHouse&Trap 2016 Best of Party Mashup, EDM Dance Mix;TFigz;-;FALSE;1928;92;0;17;22/01/2017;1
Best Trap/Electro Mix 2017;TFigz;-;False;710;16;0;3;22/01/2017;2
Deorro-Mashup;TFigz;-;False;479;17;0;4;22/01/2017;0
Disarm You -(TFIGZ REMIX)- KASKADE;TFigz;-;False;288;5;0;2;28/03/2017;0
